代码	名称	涨跌	涨幅%%	现价	涨跌	买价	卖价	总量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	流通股本(万)	地区	流通市值	上市日期	
000523	广州浪奇	--  	--  	9.83	--  	--  	--  	0	--  	          0.00	--  	--  	--  	9.83	   130.35	0	      44493.73	广东	         43.74亿	19931108	
000662	索芙特	--  	--  	6.28	--  	--  	--  	0	--  	          0.00	--  	--  	--  	6.28	--  	0	      28798.58	广西	         18.09亿	19961216	
000737	南风化工	0.01	0.20	5.10	0.01	5.10	5.11	344435	0.00	          6.28	5.27	5.36	4.92	5.09	--  	177643120	      54873.12	山西	         27.99亿	19970428	
002094	青岛金王	-0.57	-4.47	12.18	-0.57	12.18	12.19	104165	-0.08	          3.24	12.65	12.68	12.00	12.75	    61.90	128208672	      32184.16	山东	         39.20亿	20061215	
002637	赞宇科技	-0.54	-2.71	19.36	-0.54	19.36	19.37	40277	-0.05	          3.56	19.90	19.91	19.20	19.90	    60.71	78319408	      11311.13	浙江	         21.90亿	20111125	
600249	两面针	-0.32	-4.12	7.44	-0.32	7.45	7.46	266595	-0.66	          5.92	7.75	7.90	7.33	7.76	--  	202761552	      45000.00	广西	         33.48亿	20040130	
600315	上海家化	-1.29	-3.48	35.74	-1.29	35.72	35.73	226920	-0.05	          3.43	37.10	37.15	35.62	37.03	    24.75	822459840	      66086.46	上海	        236.19亿	20010315	
600599	熊猫烟花	-3.17	-10.01	28.49	-3.17	--  	28.49	210928	0.00	         16.74	30.50	30.84	28.49	31.66	   153.93	615815936	      12600.00	湖南	         35.90亿	20010828	
数据来源:通达信
