date;open;high;low;close;volume;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
1996/02/02;526.20;538.11;525.49;536.04;61719;533.72;569.26;639.44;649.34;684.36;664.11;585.68;663.64;;;6171900.00;5448601.50;4838617.50;10.61;7.97;15.90;639.44;799.08;479.79;-44.05;-28.64;-30.82;
1996/02/09;537.23;537.27;518.18;525.41;33787;531.53;558.42;629.21;647.42;681.45;665.73;573.12;655.19;;;3378700.00;5195238.50;4737075.00;10.39;8.78;13.62;629.21;790.63;467.79;-45.25;-31.96;-26.56;
1996/02/16;523.57;553.83;523.57;552.94;40356;532.69;550.04;620.73;645.29;678.91;667.47;564.25;647.33;;;4035600.00;4752870.50;4793318.50;21.17;12.91;37.70;620.73;779.32;462.15;-43.47;-34.26;-18.41;
1996/03/08;583.38;606.51;558.04;573.13;137675;542.62;546.96;613.39;643.55;676.87;669.30;559.19;641.39;;;13767500.00;6529408.00;5589299.00;35.57;20.46;65.79;613.39;766.12;460.66;-39.97;-35.41;-9.13;
1996/03/15;574.19;575.47;556.41;562.39;41754;549.98;543.78;606.36;642.12;674.76;671.10;552.99;634.99;;;4175400.00;6305817.50;5629939.00;41.35;27.42;69.20;606.36;754.61;458.12;-37.63;-35.85;-3.56;
1996/03/22;561.81;574.01;561.09;570.18;45503;556.81;545.27;598.56;640.95;672.73;672.95;550.18;628.03;;;4550300.00;5981491.00;5715046.50;47.97;34.27;75.37;598.56;736.28;460.83;-34.75;-35.63;1.76;
1996/03/29;570.77;572.75;549.71;556.39;44822;563.01;547.27;590.26;640.26;670.15;674.75;547.03;620.35;;;4482200.00;6202189.00;5698713.50;47.48;38.68;65.09;590.26;716.05;464.46;-33.19;-35.14;3.90;
1996/04/05;566.21;584.18;556.23;582.53;42258;568.92;550.81;583.00;640.45;667.30;676.64;549.30;614.68;;;4225800.00;6240230.50;5496550.50;56.33;44.56;79.87;583.00;690.85;475.14;-29.51;-34.02;9.01;
1996/04/12;583.63;593.66;576.61;586.95;65277;571.69;557.15;576.90;640.85;664.14;678.53;553.51;609.47;;;6527700.00;4792294.50;5660851.00;63.51;50.88;88.77;576.90;667.18;486.63;-25.94;-32.40;12.93;
1996/04/19;585.95;618.27;583.32;618.12;96988;582.83;566.41;574.00;642.13;661.12;680.52;559.43;605.55;;;9698800.00;5896960.00;6101389.00;75.62;59.12;108.61;574.00;653.98;494.02;-20.36;-29.99;19.27;
1996/04/26;624.93;714.69;609.89;707.60;353644;610.32;583.56;576.41;645.03;658.86;682.85;574.77;605.73;;;35364400.00;12059776.00;9020634.00;82.51;66.92;113.69;576.41;669.13;483.70;-8.61;-25.72;34.21;
1996/05/03;719.20;739.10;644.86;650.03;289469;629.04;596.03;577.22;646.55;656.77;684.93;585.14;602.80;;;28946900.00;16952730.00;11577459.00;72.66;68.83;80.32;577.22;672.31;482.14;-3.91;-21.35;34.89;
1996/05/10;648.23;682.57;648.03;661.46;214259;644.83;606.88;578.46;647.96;655.32;687.02;595.60;600.46;;;21425900.00;20392756.00;13316493.00;68.11;68.59;67.15;578.46;677.36;479.56;0.74;-16.94;35.35;
1996/05/17;665.49;711.93;661.32;711.93;196359;669.83;620.76;583.86;650.05;654.31;689.33;611.14;599.85;;;19635900.00;23014374.00;13903334.00;73.96;70.38;81.11;583.86;699.07;468.65;8.39;-11.87;40.53;
1996/05/24;719.19;724.97;630.52;639.80;208188;674.16;628.50;586.14;650.82;652.31;691.35;618.38;597.19;;;20818800.00;25238374.00;15567667.00;65.16;68.64;58.20;586.14;703.98;468.29;8.54;-7.79;32.66;
1996/05/31;636.30;653.07;632.25;643.65;86562;661.38;635.85;590.56;651.35;650.60;693.38;624.25;595.94;;;8656200.00;19896730.00;15978253.00;59.38;65.55;47.02;590.56;710.14;470.97;8.87;-4.46;26.65;
1996/06/07;643.95;739.13;636.49;727.34;308762;676.84;652.94;600.10;652.70;649.88;695.73;638.00;598.56;;;30876200.00;20282598.00;18617664.00;70.50;67.20;77.09;600.10;731.40;468.81;15.70;-0.43;32.25;
1996/06/14;740.10;790.25;737.26;777.27;435060;700.00;672.41;611.61;654.42;649.70;698.25;655.26;604.07;;;43506000.00;24698598.00;22545676.00;78.24;70.88;92.96;611.61;762.27;460.96;24.85;4.63;40.45;
1996/06/21;779.71;813.87;748.66;796.10;265125;716.83;693.33;625.24;657.02;649.69;700.82;675.23;610.20;;;26512500.00;26073932.00;24544154.00;82.59;74.78;98.20;625.24;790.91;459.57;33.25;10.35;45.79;
1996/06/28;797.95;819.68;762.52;804.25;210496;749.72;711.94;639.18;659.83;649.98;703.39;693.71;617.91;;;21049600.00;26120090.00;25679232.00;85.67;78.41;100.19;639.18;816.05;462.31;40.09;16.30;47.58;
1996/07/05;800.90;804.21;753.75;785.37;283942;778.07;719.72;651.64;663.25;649.96;705.85;710.24;625.26;;;28394200.00;30067712.00;24982220.00;84.40;80.41;92.39;651.64;833.00;470.29;43.49;21.74;43.51;
1996/07/12;794.12;825.39;778.87;796.41;307186;791.88;734.36;665.19;666.95;650.55;708.32;725.10;634.53;;;30718600.00;30036172.00;25159386.00;84.65;81.82;90.29;665.19;847.33;483.06;46.54;26.70;39.69;
1996/07/19;794.88;857.07;780.15;856.92;289563;807.81;753.90;680.39;671.49;651.71;711.00;737.54;646.86;;;28956300.00;27126246.00;25912422.00;89.74;84.46;100.30;680.39;873.49;487.29;53.23;32.01;42.45;
1996/07/26;871.47;894.72;840.20;845.12;401979;817.61;767.22;693.99;671.31;652.37;713.63;753.80;658.32;;;40197900.00;29863322.00;27968628.00;86.86;85.26;90.06;693.99;893.49;494.49;56.92;36.99;39.86;
1996/08/02;846.18;865.50;814.88;838.87;194623;824.54;787.13;707.81;673.17;653.37;716.24;768.59;670.45;;;19462300.00;29545856.00;27832972.00;84.03;84.85;82.39;707.81;907.23;508.40;58.66;41.32;34.68;
1996/08/09;846.03;880.30;838.59;871.60;220329;841.78;809.92;722.89;675.74;654.81;719.00;781.89;683.76;;;22032900.00;28273588.00;29170650.00;84.46;84.72;83.94;722.89;924.06;521.71;61.97;45.45;33.04;
1996/08/16;880.13;894.85;838.41;853.87;193703;853.28;822.58;737.76;678.27;656.27;721.68;799.73;695.99;;;19370300.00;26003942.00;28020058.00;80.30;83.25;74.40;737.76;930.93;544.59;62.44;48.85;27.19;
1996/08/23;852.33;852.35;786.44;803.69;153203;842.63;825.22;748.82;680.88;657.75;724.12;813.07;706.69;;;15320300.00;23276748.00;25201498.00;65.33;77.27;41.44;748.82;929.49;568.15;58.10;50.70;14.80;
1996/08/30;789.14;809.96;766.70;809.93;168440;835.59;826.60;759.97;683.55;659.78;726.55;819.95;716.57;;;16844000.00;18605978.00;24234650.00;56.82;70.46;29.56;759.97;925.46;594.47;54.53;51.47;6.13;
1996/09/06;812.94;838.66;795.07;801.23;216521;828.06;826.30;769.12;686.39;661.52;728.91;821.95;725.35;;;21652100.00;19043942.00;24294900.00;46.86;62.59;15.41;769.12;921.30;616.94;50.42;51.26;-1.68;
1996/09/13;798.59;799.97;752.68;779.06;183308;809.56;825.67;772.70;688.26;663.13;731.14;820.53;733.68;;;18330800.00;18303514.00;23288550.00;37.43;54.20;3.87;772.70;922.12;623.27;44.85;49.98;-10.24;
1996/09/20;779.85;805.53;754.28;805.53;145723;799.89;826.58;780.47;690.81;664.92;733.44;820.63;742.73;;;14572300.00;17343898.00;21673920.00;37.34;48.58;14.86;780.47;918.79;642.15;42.10;48.40;-12.61;
1996/09/27;812.94;875.52;812.30;875.52;339473;814.25;828.44;791.17;693.84;667.26;735.99;828.15;755.01;;;33947300.00;21069286.00;22173018.00;53.70;50.29;60.51;791.17;923.73;658.61;45.04;47.73;-5.38;
1996/10/04;887.85;891.70;855.78;863.45;97043;824.96;830.28;798.75;696.64;669.68;738.45;833.73;765.81;;;9704300.00;19641344.00;19123660.00;61.77;54.12;77.08;798.75;929.55;667.95;45.87;47.36;-2.98;
1996/10/11;866.07;912.00;852.83;909.89;358695;846.69;837.38;812.25;699.98;672.69;741.05;838.15;778.23;;;35869500.00;22484838.00;20764390.00;74.07;60.77;100.68;812.25;928.96;695.54;49.70;47.82;3.75;
1996/10/18;919.70;968.21;919.70;939.93;479528;878.86;844.21;827.07;703.22;676.24;743.73;846.05;790.61;;;47952800.00;28409242.00;23356378.00;78.34;66.63;101.77;827.07;927.79;726.35;54.53;49.16;10.73;
1996/10/25;943.02;1020.97;943.02;1012.67;542252;920.29;860.09;841.33;707.48;680.28;746.68;860.53;802.34;;;54225200.00;36339816.00;26841856.00;84.53;72.59;108.40;841.33;961.53;721.14;63.50;52.03;22.93;
1996/11/01;1001.22;1038.81;906.96;930.79;449149;931.35;872.80;849.01;710.87;683.93;749.27;865.46;813.14;;;44914900.00;38533352.00;29801318.00;77.10;74.10;83.11;849.01;971.56;726.46;63.27;54.28;17.98;
1996/11/08;930.99;950.36;896.87;919.67;211880;942.59;883.78;855.19;714.05;687.77;751.78;870.95;823.07;;;21188000.00;40830104.00;30235724.00;70.86;73.02;66.53;855.19;978.96;731.42;61.48;55.72;11.52;
1996/11/15;923.36;958.61;922.19;950.82;241376;950.78;898.73;862.52;717.38;692.05;754.40;883.21;832.26;;;24137600.00;38483688.00;30484262.00;70.26;72.10;66.59;862.52;990.86;734.17;61.86;56.95;9.83;
1996/11/22;952.72;1047.39;919.60;951.83;447877;953.16;916.01;870.84;720.64;696.53;757.00;895.03;844.26;;;44787700.00;37850676.00;33129958.00;66.63;70.27;59.33;870.84;999.71;741.97;61.54;57.86;7.34;
1996/11/29;948.58;1037.15;938.80;1032.94;387584;957.21;938.75;882.67;725.69;702.11;759.90;914.34;859.23;;;38758400.00;34757324.00;35548568.00;75.27;71.94;81.94;882.67;1025.44;739.89;67.05;59.70;14.70;
1996/12/06;1056.67;1220.30;1056.67;1212.88;884175;1013.63;972.49;900.46;733.86;709.43;763.52;950.49;877.91;;;88417504.00;43457844.00;40995596.00;82.84;75.57;97.38;900.46;1105.08;695.85;84.96;64.75;40.42;
1996/12/13;1227.47;1258.68;1108.29;1110.03;621931;1051.70;997.15;913.71;740.36;712.99;766.71;975.87;890.71;;;62193100.00;51658856.00;46244480.00;74.87;75.34;73.92;913.71;1136.71;690.71;89.82;69.77;40.11;
1996/12/20;1005.00;1005.12;864.25;885.23;326791;1038.58;994.68;916.03;743.40;714.62;768.99;976.68;894.13;;;32679100.00;53367144.00;45925416.00;51.68;67.45;20.15;916.03;1136.70;695.35;74.67;70.75;7.85;
1996/12/27;900.32;927.09;855.84;922.34;232926;1032.68;992.92;918.56;746.67;716.36;771.40;981.58;898.68;;;23292600.00;49068136.00;43459404.00;39.96;58.29;3.30;918.56;1138.25;698.88;64.91;69.58;-9.33;
1997/01/03;929.72;938.54;896.99;899.61;165210;1006.02;981.61;920.85;749.62;717.96;773.56;980.73;903.07;;;16521000.00;44620648.00;39688984.00;30.26;48.95;-7.11;920.85;1138.65;703.05;54.72;66.61;-23.79;
1997/01/10;890.98;918.50;871.78;918.40;131115;947.12;980.38;926.59;752.80;718.70;775.77;978.93;907.76;;;13111500.00;29559450.00;36508648.00;25.35;41.08;-6.11;926.59;1137.32;715.85;47.60;62.81;-30.41;
1997/01/17;923.54;931.44;903.62;919.85;130399;909.08;980.39;932.08;756.32;718.34;777.97;971.20;910.18;;;13039900.00;19728794.00;35693824.00;22.20;34.79;-2.98;932.08;1135.62;728.55;41.60;58.57;-33.93;
1997/01/24;922.46;954.30;922.06;953.91;168562;922.82;980.70;939.72;760.95;718.13;780.28;973.13;914.37;;;16856200.00;16564275.00;34965708.00;22.91;30.83;7.08;939.72;1133.82;745.61;39.14;54.68;-31.08;
1997/01/31;957.24;967.89;947.91;964.74;198284;931.30;981.99;949.00;766.04;718.94;782.62;976.88;919.21;;;19828400.00;15871386.00;32469760.00;24.29;28.65;15.56;949.00;1127.92;770.08;37.63;51.27;-27.28;
1997/02/21;969.53;1017.31;870.18;1017.13;396370;954.81;980.41;959.58;772.42;720.82;785.17;982.41;924.81;;;39637000.00;20494592.00;32557620.00;29.54;28.94;30.72;959.58;1127.46;791.70;40.20;49.06;-17.71;
1997/02/28;1028.35;1040.17;1004.61;1040.02;377040;979.13;963.13;967.81;779.15;723.34;787.80;989.76;931.97;;;37704000.00;25413120.00;27486284.00;53.00;36.96;85.07;967.81;1134.46;801.15;43.58;47.96;-8.76;
1997/03/07;1044.61;1086.63;1043.92;1077.72;428736;1010.71;959.90;978.52;787.04;726.79;790.59;993.49;942.50;;;42873600.00;31379866.00;25554330.00;67.38;47.10;107.93;978.52;1144.47;812.57;48.74;48.12;1.24;
1997/03/14;1085.91;1131.73;1085.88;1125.80;439203;1045.08;983.95;989.32;795.90;730.23;793.43;986.23;954.65;;;43920300.00;36792628.00;26678452.00;77.50;57.23;118.02;989.32;1164.32;814.31;56.06;49.71;12.71;
1997/03/21;1138.27;1177.02;1116.58;1167.16;448244;1085.57;1008.43;1000.68;806.10;734.31;796.44;990.99;968.73;;;44824400.00;41791896.00;28831642.00;83.93;66.13;119.52;1000.68;1191.01;810.34;64.46;52.66;23.60;
1997/03/28;1186.95;1228.23;1180.87;1202.66;459880;1122.67;1038.74;1010.18;817.20;738.78;799.47;1017.44;985.02;;;45988000.00;43062068.00;31778330.00;86.90;73.05;114.60;1010.18;1220.90;799.45;73.13;56.75;32.76;
1997/04/04;1210.01;1269.73;1210.00;1260.96;415100;1166.86;1073.00;1026.69;829.10;743.19;802.64;1045.66;1002.54;;;41510000.00;43823256.00;34618188.00;90.54;78.88;113.85;1026.69;1261.57;791.80;83.75;62.15;43.20;
1997/04/11;1259.58;1299.74;1246.72;1278.52;478420;1207.02;1108.86;1044.63;841.69;748.02;805.58;1077.24;1018.04;;;47842000.00;44816948.00;38098408.00;92.05;83.27;109.60;1044.63;1299.10;790.15;92.51;68.22;48.58;
1997/04/18;1293.97;1338.85;1293.97;1338.03;507407;1249.47;1147.27;1063.99;855.23;753.46;805.57;1112.21;1036.29;;;50740700.00;46181016.00;41486824.00;94.64;87.06;109.80;1063.99;1345.86;782.12;103.07;75.19;55.76;
1997/04/25;1355.55;1386.51;1350.79;1364.97;542380;1289.03;1187.30;1084.65;869.04;759.19;806.09;1149.30;1053.79;;;54238000.00;48063744.00;44927820.00;94.55;89.55;104.53;1084.65;1391.36;777.93;112.32;82.62;59.40;
1997/04/30;1372.26;1396.48;1335.75;1393.74;259071;1327.24;1224.96;1102.68;883.51;765.47;807.24;1185.95;1071.25;;;25907100.00;44047564.00;43554816.00;96.10;91.74;104.84;1102.68;1437.73;767.64;120.58;90.21;60.73;
1997/05/09;1398.14;1504.25;1394.42;1467.22;543678;1368.49;1267.68;1115.40;898.75;772.02;808.43;1227.83;1088.73;;;54367800.00;46619084.00;45221172.00;94.45;92.64;98.07;1115.40;1485.53;745.27;131.54;98.47;66.12;
1997/05/16;1490.78;1510.17;1287.07;1315.92;485572;1375.97;1291.50;1125.70;911.13;777.34;809.00;1252.73;1103.54;;;48557200.00;46762136.00;45789544.00;79.85;88.38;62.79;1125.70;1506.49;744.90;126.55;104.09;44.93;
1997/05/23;1330.78;1389.60;1225.79;1254.26;286847;1359.22;1304.34;1144.15;922.66;782.39;809.36;1270.58;1116.41;;;28684700.00;42351000.00;44266008.00;60.66;79.14;23.71;1144.15;1511.41;776.89;116.29;106.53;19.52;
1997/05/30;1268.59;1288.73;1213.24;1285.18;246497;1343.26;1316.15;1162.29;934.58;787.76;809.75;1287.87;1129.27;;;24649700.00;36433304.00;42248524.00;48.79;69.02;8.32;1162.29;1519.11;805.46;109.39;107.10;4.57;
1997/06/06;1302.82;1369.51;1254.27;1275.30;358146;1319.58;1323.41;1181.07;946.56;793.41;810.09;1300.33;1141.71;;;35814600.00;38414796.00;41231180.00;39.49;59.18;0.12;1181.07;1518.71;843.44;101.95;106.07;-8.25;
1997/06/13;1275.25;1285.04;1154.97;1243.97;173604;1274.93;1321.71;1197.35;957.59;799.02;810.57;1306.73;1149.83;;;17360400.00;31013324.00;38816204.00;34.68;51.01;2.02;1197.35;1512.30;882.41;92.46;103.35;-21.78;
1997/06/20;1255.76;1292.32;1227.25;1291.19;196575;1269.98;1322.98;1215.92;969.32;805.09;811.16;1314.11;1152.84;;;19657500.00;25233356.00;35997748.00;35.90;45.98;15.76;1215.92;1504.68;927.16;87.73;100.22;-24.98;
1997/06/27;1313.23;1322.98;1246.92;1250.27;245423;1269.18;1314.20;1230.74;979.86;810.99;811.95;1313.21;1158.23;;;24542300.00;24404890.00;33377946.00;32.88;41.61;15.42;1230.74;1491.99;969.48;79.77;96.13;-32.73;
1997/07/04;1255.90;1261.57;1124.77;1159.34;121064;1244.02;1293.64;1240.47;987.39;816.21;812.57;1303.28;1168.78;;;12106400.00;21896192.00;29164748.00;24.91;36.04;2.64;1240.47;1472.92;1008.02;65.37;89.98;-49.23;
1997/07/11;1161.70;1163.44;1066.04;1154.91;177357;1219.93;1269.76;1247.36;995.80;821.18;813.76;1288.02;1177.72;;;17735700.00;18280500.00;28347648.00;23.28;31.79;6.25;1247.36;1459.19;1035.53;52.98;82.58;-59.19;
1997/07/18;1163.29;1210.44;1158.44;1209.85;263355;1213.11;1244.02;1255.85;1004.94;826.45;814.93;1275.10;1189.66;;;26335500.00;20075520.00;25544422.00;30.33;31.30;28.39;1255.85;1445.10;1066.60;47.06;75.48;-56.83;
1997/07/25;1215.83;1223.82;1158.13;1170.86;210361;1189.05;1229.51;1260.51;1012.59;831.32;816.22;1256.52;1199.36;;;21036100.00;20351232.00;22792294.00;31.74;31.45;32.31;1260.51;1435.33;1085.68;38.77;68.14;-58.72;
1997/08/01;1167.81;1194.03;1133.17;1192.82;169401;1177.56;1223.37;1263.86;1021.81;836.32;817.98;1233.66;1209.86;;;16940100.00;18830746.00;21617818.00;35.08;32.66;39.93;1263.86;1430.17;1097.54;33.59;61.23;-55.27;
1997/08/08;1196.25;1216.56;1161.63;1206.05;214806;1186.90;1215.46;1265.80;1031.18;841.27;819.70;1224.50;1219.56;;;21480600.00;20705638.00;21300916.00;41.55;35.62;53.41;1265.80;1428.22;1103.38;30.20;55.02;-49.64;
1997/08/15;1206.45;1206.75;1118.20;1143.06;211547;1184.53;1202.23;1262.82;1038.11;845.40;821.25;1215.23;1226.42;;;21154700.00;21389364.00;19834932.00;37.69;36.31;40.45;1262.82;1432.16;1093.48;22.18;48.45;-52.55;
1997/08/22;1139.60;1174.48;1116.14;1171.83;167811;1176.92;1195.02;1258.36;1044.69;849.55;823.02;1205.79;1232.37;;;16781100.00;19478476.00;19776998.00;38.85;37.16;42.24;1258.36;1432.53;1084.20;17.94;42.35;-48.83;
1997/08/29;1175.44;1223.07;1175.38;1221.06;297842;1186.96;1188.00;1255.49;1051.77;854.40;825.10;1201.27;1239.33;;;29784200.00;21228134.00;20789684.00;52.33;42.22;72.56;1255.49;1430.15;1080.83;18.33;37.55;-38.43;
1997/09/05;1224.17;1253.35;1215.92;1251.55;286221;1198.71;1188.13;1251.17;1059.22;859.53;827.46;1201.90;1246.02;;;28622100.00;23564544.00;21197644.00;67.90;50.78;102.14;1251.17;1421.45;1080.88;20.87;34.21;-26.68;
1997/09/12;1253.14;1264.48;1207.83;1208.69;268635;1199.24;1193.07;1243.35;1066.28;864.76;829.64;1195.02;1249.21;;;26863500.00;24641126.00;22673382.00;66.06;55.87;86.44;1243.35;1405.81;1080.89;19.20;31.21;-24.02;
1997/09/19;1205.90;1211.68;1162.24;1184.52;129754;1207.53;1196.03;1232.89;1072.75;869.85;832.14;1189.55;1249.87;;;12975400.00;23005286.00;22197324.00;59.41;57.05;64.12;1232.89;1380.88;1084.91;15.74;28.12;-24.75;
1997/09/26;1184.49;1185.10;1025.13;1109.63;194041;1195.09;1186.01;1215.01;1076.96;874.22;834.55;1185.40;1246.30;;;19404100.00;23529882.00;21504180.00;51.37;55.16;43.80;1215.01;1325.43;1104.59;6.88;23.87;-33.97;
1997/09/30;1106.34;1106.34;1079.34;1097.38;44814;1170.35;1178.66;1204.09;1081.16;876.24;837.11;1180.61;1240.00;;;4481400.00;18469274.00;19848704.00;44.31;51.54;29.85;1204.09;1315.71;1092.46;-1.12;18.87;-39.98;
1997/10/10;1100.70;1140.93;1087.01;1130.78;103313;1146.20;1172.45;1197.91;1086.03;879.60;839.97;1174.02;1234.32;;;10331300.00;14811136.00;19187840.00;44.25;49.11;34.54;1197.91;1311.49;1084.33;-4.71;14.16;-37.72;
1997/10/17;1136.42;1180.21;1105.70;1176.48;136703;1139.76;1169.50;1192.48;1091.11;883.43;843.07;1174.49;1228.11;;;13670300.00;12172493.00;18406810.00;50.58;49.60;52.54;1192.48;1298.63;1086.32;-3.82;10.56;-28.76;
1997/10/24;1183.74;1203.01;1164.06;1178.30;230103;1138.51;1173.02;1187.63;1096.52;887.39;845.24;1173.28;1220.93;;;23010300.00;14179482.00;18592384.00;55.05;51.42;62.32;1187.63;1286.46;1088.79;-2.93;7.86;-21.59;
1997/10/31;1183.64;1241.83;1158.73;1180.39;234177;1152.67;1173.88;1184.45;1102.80;891.84;846.73;1171.14;1212.72;;;23417700.00;14982195.00;19256038.00;58.32;53.72;67.53;1184.45;1279.68;1089.22;-2.04;5.88;-15.85;
1997/11/07;1181.16;1203.08;1176.54;1195.14;179446;1172.22;1171.29;1179.65;1109.22;896.38;848.62;1175.48;1202.26;;;17944600.00;17674854.00;18072064.00;62.56;56.67;74.34;1179.65;1260.87;1098.42;-0.14;4.68;-9.64;
1997/11/14;1199.36;1208.84;1157.29;1197.83;170167;1185.63;1165.91;1177.02;1115.83;901.11;850.62;1177.65;1197.72;;;17016700.00;19011942.00;16911540.00;68.27;60.53;83.74;1177.02;1251.77;1102.27;1.56;4.05;-4.98;
1997/11/21;1210.67;1213.22;1152.00;1158.55;143264;1182.04;1160.90;1176.98;1122.15;905.21;852.20;1172.44;1194.04;;;14326400.00;19143116.00;15657805.00;66.04;62.37;73.37;1176.98;1251.77;1102.19;-0.25;3.19;-6.89;
1997/11/28;1150.41;1150.56;1114.13;1139.62;141819;1174.31;1156.41;1176.22;1127.72;909.26;853.63;1163.11;1188.44;;;14181900.00;17377434.00;15778458.00;56.39;60.38;48.42;1176.22;1252.26;1100.18;-3.18;1.92;-10.20;
1997/12/05;1137.58;1144.22;1119.20;1136.20;108533;1165.47;1159.07;1172.54;1132.06;912.95;854.62;1157.07;1183.09;;;10853300.00;14864589.00;14923392.00;48.18;56.31;31.93;1172.54;1248.85;1096.22;-5.72;0.39;-12.21;
1997/12/12;1140.54;1165.81;1136.57;1153.84;115600;1157.21;1164.71;1171.69;1136.90;916.77;854.98;1154.51;1179.62;;;11560000.00;13587661.00;15631258.00;43.91;52.18;27.38;1171.69;1248.46;1094.91;-6.23;-0.93;-10.59;
1997/12/19;1155.72;1174.80;1138.39;1160.76;162425;1149.79;1167.71;1170.08;1141.08;920.53;855.22;1158.77;1174.60;;;16242500.00;13432781.00;16222362.00;41.45;48.60;27.14;1170.08;1246.34;1093.83;-6.01;-1.95;-8.12;
1997/12/26;1162.68;1194.23;1153.44;1191.91;186204;1156.47;1169.25;1169.38;1145.28;924.25;855.20;1166.65;1172.36;;;18620400.00;14291610.00;16717363.00;47.93;48.38;47.04;1169.38;1244.48;1094.27;-3.28;-2.21;-2.13;
1997/12/31;1196.29;1198.97;1179.55;1194.10;96602;1167.36;1170.83;1171.93;1148.31;927.89;854.64;1171.93;1173.70;;;9660200.00;13387315.00;15382374.00;58.86;51.87;72.83;1171.93;1246.73;1097.12;-0.93;-1.96;2.06;
1998/01/09;1200.94;1250.00;1200.22;1239.90;248698;1188.10;1176.79;1175.33;1153.46;932.16;853.77;1177.21;1176.97;;;24869800.00;16190566.00;15527578.00;70.09;57.95;94.39;1175.33;1256.08;1094.59;4.57;-0.65;10.45;
1998/01/16;1242.21;1246.65;1110.08;1213.96;284324;1200.13;1178.67;1174.98;1158.37;936.21;852.62;1180.18;1177.12;;;28432400.00;19565056.00;16576358.00;71.48;62.46;89.52;1174.98;1254.93;1095.02;6.77;0.83;11.87;
1998/01/23;1215.40;1224.12;1194.38;1222.91;175174;1212.56;1181.18;1173.55;1162.90;940.14;852.16;1183.73;1179.13;;;17517400.00;19820084.00;16626432.00;74.53;66.48;90.63;1173.55;1248.60;1098.49;9.12;2.49;13.26;
1998/02/13;1257.99;1262.62;1233.53;1245.91;234234;1223.36;1189.91;1175.41;1167.80;944.22;852.70;1187.96;1181.17;;;23423400.00;20780646.00;17536128.00;79.37;70.78;96.55;1175.41;1255.79;1095.02;12.69;4.53;16.33;
1998/02/20;1246.79;1247.96;1223.93;1226.02;192853;1229.74;1198.55;1177.48;1171.02;948.35;852.66;1190.31;1181.94;;;19285300.00;22705612.00;18046464.00;78.25;73.27;88.21;1177.48;1260.94;1094.02;13.76;6.38;14.77;
1998/02/27;1217.85;1217.85;1189.51;1206.53;175610;1223.06;1205.58;1182.32;1170.91;952.39;852.79;1194.30;1184.38;;;17561000.00;21243904.00;18717236.00;73.24;73.26;73.21;1182.32;1260.27;1104.38;12.89;7.68;10.42;
1998/03/06;1196.74;1219.28;1182.61;1206.45;183618;1221.56;1210.85;1187.78;1172.52;956.44;853.45;1199.88;1185.71;;;18361800.00;19229798.00;19397428.00;69.89;72.13;65.39;1187.78;1255.26;1120.30;12.05;8.55;7.00;
1998/03/13;1207.95;1210.52;1175.55;1184.96;146523;1213.97;1213.26;1190.49;1177.52;960.46;854.42;1203.94;1184.32;;;14652300.00;18656716.00;19238400.00;62.95;69.07;50.71;1190.49;1252.45;1128.52;9.54;8.75;1.58;
1998/03/20;1186.18;1204.74;1179.44;1187.50;167486;1202.29;1212.82;1191.04;1181.94;964.30;854.19;1206.74;1181.86;;;16748600.00;17321830.00;19051238.00;58.89;65.68;45.30;1191.04;1252.68;1129.40;7.67;8.54;-1.73;
1998/03/27;1186.56;1223.92;1178.04;1223.56;227594;1201.80;1215.77;1193.30;1187.33;968.48;854.23;1211.98;1182.43;;;22759400.00;18016666.00;20361140.00;64.06;65.14;61.89;1193.30;1256.28;1130.32;9.00;8.63;0.74;
1998/04/03;1230.94;1286.10;1228.29;1286.08;379986;1217.71;1220.39;1198.59;1193.46;973.13;854.33;1219.82;1186.33;;;37998600.00;22104166.00;21674036.00;76.03;68.77;90.56;1198.59;1273.59;1123.58;14.92;9.89;10.06;
1998/04/10;1291.61;1328.78;1286.43;1311.51;705689;1238.72;1230.14;1204.40;1199.99;978.15;854.14;1229.61;1194.10;;;70568896.00;32545536.00;25887668.00;80.26;72.60;95.59;1204.40;1294.77;1114.04;21.42;12.19;18.45;
1998/04/17;1319.94;1326.42;1291.08;1298.10;486074;1261.35;1237.66;1209.42;1205.73;983.34;854.54;1234.46;1201.82;;;48607400.00;39336600.00;28996660.00;80.17;75.12;90.26;1209.42;1308.91;1109.93;25.19;14.79;20.80;
1998/04/24;1292.16;1340.25;1286.58;1315.16;423460;1286.89;1244.59;1217.25;1211.57;988.80;855.13;1242.89;1208.91;;;42346000.00;44456040.00;30888934.00;81.70;77.32;90.47;1217.25;1324.25;1110.25;29.23;17.68;23.09;
1998/04/30;1314.35;1343.46;1303.48;1343.44;379091;1310.86;1256.33;1227.44;1217.01;994.72;855.93;1252.93;1215.33;;;37909100.00;47485952.00;32751308.00;87.80;80.81;101.77;1227.44;1341.88;1113.00;34.31;21.01;26.61;
