date;open;high;low;close;volume;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
2003/12/05;1398.71;1462.07;1398.71;1451.12;1020993;1375.22;1374.80;1404.39;1463.91;1574.17;1638.12;1375.85;1431.52;;;102099296.00;82343120.00;58855628.00;61.20;40.15;103.31;1404.39;1497.50;1311.28;-28.23;-34.54;12.62;
2003/12/12;1452.11;1475.38;1429.06;1470.79;871466;1402.35;1385.17;1404.05;1462.06;1568.42;1638.90;1382.47;1427.83;;;87146600.00;81399808.00;66331648.00;73.22;51.17;117.32;1404.05;1496.07;1312.03;-19.86;-31.60;23.49;
2003/12/19;1471.24;1480.43;1429.71;1446.29;925258;1425.40;1389.39;1402.52;1460.77;1562.31;1639.71;1388.76;1424.63;;;92525800.00;90573616.00;73135720.00;75.57;59.31;108.10;1402.52;1490.35;1314.69;-15.02;-28.29;26.53;
2003/12/26;1444.17;1525.30;1441.58;1514.78;1273420;1456.04;1403.81;1404.69;1460.69;1557.72;1640.89;1401.06;1425.31;;;127342000.00;100954520.00;82274304.00;82.11;66.91;112.50;1404.69;1501.39;1307.99;-5.60;-23.75;36.29;
2004/01/02;1509.28;1526.24;1491.25;1517.19;794364;1480.04;1417.35;1408.04;1460.64;1554.04;1642.10;1410.49;1425.88;;;79436400.00;97709672.00;85241040.00;86.69;73.50;113.07;1408.04;1515.43;1300.65;2.03;-18.59;41.25;
2004/01/09;1516.80;1618.76;1516.70;1581.47;1719427;1506.11;1440.67;1415.17;1461.82;1550.92;1643.80;1428.07;1427.91;;;171942704.00;111678672.00;97010896.00;87.14;78.05;105.31;1415.17;1547.27;1283.07;13.12;-12.25;50.74;
2004/01/16;1579.88;1627.49;1573.77;1600.43;1196257;1532.04;1467.19;1424.10;1463.12;1548.23;1645.51;1446.29;1431.50;;;119625696.00;118174512.00;99787160.00;88.56;81.55;102.58;1424.10;1580.08;1268.11;23.17;-5.17;56.68;
2004/01/30;1605.25;1634.41;1589.40;1590.73;464108;1560.91;1493.16;1432.05;1465.24;1545.76;1647.29;1466.48;1435.84;;;46410800.00;108951552.00;99762584.00;87.06;83.39;94.41;1432.05;1604.96;1259.14;30.01;1.87;56.28;
2004/02/06;1630.65;1705.91;1585.96;1679.19;1776524;1593.80;1524.92;1445.55;1469.97;1544.47;1649.33;1495.15;1443.62;;;177652400.00;119013784.00;109984152.00;88.48;85.08;95.26;1445.55;1650.20;1240.91;42.08;9.91;64.34;
2004/02/13;1679.58;1715.46;1653.24;1658.54;1415808;1622.07;1551.06;1458.92;1473.71;1543.22;1651.41;1522.44;1450.82;;;141580800.00;131442688.00;114576176.00;85.69;85.29;86.50;1458.92;1682.65;1235.18;49.41;17.81;63.20;
2004/02/20;1661.45;1728.02;1661.44;1721.75;1440250;1650.13;1578.12;1476.46;1478.97;1542.41;1653.65;1552.46;1461.27;;;144024992.00;125859024.00;118768848.00;89.76;86.78;95.73;1476.46;1724.80;1228.12;59.63;26.17;66.91;
2004/02/27;1725.59;1730.28;1628.84;1675.07;1325602;1665.05;1598.54;1491.86;1483.61;1541.31;1655.81;1575.61;1470.35;;;132560200.00;128445648.00;123310080.00;86.80;86.79;86.83;1491.86;1749.66;1234.05;63.24;33.59;59.30;
2004/03/05;1676.22;1694.81;1642.63;1662.10;1013481;1679.34;1620.13;1504.76;1487.51;1540.46;1658.13;1593.20;1479.59;;;101348096.00;139433568.00;124192560.00;81.69;85.09;74.90;1504.76;1769.79;1239.73;64.31;39.73;49.15;
2004/03/12;1660.64;1699.25;1634.71;1694.74;995522;1682.44;1638.12;1520.97;1492.71;1540.48;1660.55;1611.85;1489.71;;;99552200.00;123813072.00;121413424.00;82.25;84.14;78.46;1520.97;1791.05;1250.89;67.02;45.19;43.66;
2004/03/19;1696.94;1755.10;1696.82;1747.87;1192297;1700.30;1661.19;1539.27;1499.84;1541.95;1663.02;1636.98;1502.74;;;119229696.00;119343104.00;125392896.00;86.84;85.04;90.43;1539.27;1819.08;1259.45;72.61;50.67;43.88;
2004/03/26;1749.71;1760.08;1720.88;1734.05;975478;1702.76;1676.44;1558.56;1505.66;1542.41;1665.32;1655.26;1515.92;;;97547800.00;110047640.00;117953328.00;86.24;85.44;87.84;1558.56;1836.12;1281.00;75.07;55.55;39.03;
2004/04/02;1734.59;1771.67;1711.66;1768.65;931858;1721.49;1693.27;1580.23;1510.50;1543.06;1667.70;1676.22;1531.22;;;93185800.00;102172672.00;115309160.00;90.29;87.06;96.75;1580.23;1851.99;1308.48;78.90;60.22;37.35;
2004/04/09;1771.74;1783.01;1721.59;1727.35;1277863;1734.53;1706.93;1600.04;1514.63;1543.87;1669.96;1688.37;1545.07;;;127786304.00;107460200.00;123446888.00;81.49;85.20;74.07;1600.04;1852.40;1347.69;77.70;63.72;27.97;
2004/04/16;1717.20;1734.92;1656.30;1693.86;979974;1734.36;1708.40;1616.66;1517.87;1544.26;1672.00;1696.16;1556.22;;;97997400.00;107149312.00;115481192.00;68.38;79.59;45.96;1616.66;1845.57;1387.75;73.21;65.62;15.19;
2004/04/23;1695.33;1698.69;1632.56;1635.50;711420;1711.89;1706.09;1628.57;1519.94;1543.62;1673.72;1699.89;1566.41;;;71142000.00;97531904.00;108437504.00;47.03;68.74;3.61;1628.57;1832.88;1424.27;64.20;65.33;-2.27;
2004/04/30;1633.27;1644.50;1572.23;1595.59;648019;1684.19;1693.47;1635.80;1521.89;1542.35;1675.44;1692.92;1574.63;;;64801900.00;90982400.00;100515024.00;35.05;57.51;-9.88;1635.80;1823.20;1448.40;53.22;62.91;-19.37;
2004/05/14;1600.63;1606.07;1545.63;1562.69;484412;1642.99;1682.24;1640.39;1522.74;1540.82;1677.13;1684.93;1582.88;;;48441200.00;82033872.00;92103272.00;25.76;46.93;-16.57;1640.39;1814.81;1465.97;41.40;58.61;-34.42;
2004/05/21;1556.67;1575.38;1526.24;1558.33;554037;1609.20;1671.86;1645.99;1523.82;1539.85;1678.88;1671.32;1591.46;;;55403700.00;67557376.00;87508784.00;21.34;38.40;-12.78;1645.99;1800.19;1491.79;31.31;53.15;-43.68;
2004/05/28;1559.55;1562.33;1508.65;1548.72;505746;1580.16;1657.26;1647.69;1525.20;1539.09;1680.59;1660.79;1599.83;;;50574600.00;58072680.00;82610992.00;19.09;31.96;-6.64;1647.69;1796.46;1498.92;22.28;46.97;-49.39;
2004/06/04;1549.03;1580.57;1534.99;1542.09;605329;1561.49;1636.69;1648.94;1526.32;1538.27;1682.51;1650.79;1606.77;;;60532900.00;55950540.00;76741224.00;16.79;26.91;-3.43;1648.94;1793.47;1504.41;14.43;40.46;-52.08;
2004/06/11;1538.46;1538.50;1456.32;1472.07;555218;1536.79;1610.49;1643.47;1525.99;1537.11;1683.72;1632.23;1609.65;;;55521800.00;54095052.00;72538728.00;12.80;22.20;-6.00;1643.47;1805.92;1481.02;2.52;32.88;-60.71;
2004/06/18;1471.45;1491.69;1411.03;1427.30;541766;1509.71;1576.35;1634.81;1524.43;1536.21;1684.32;1605.52;1608.74;;;54176600.00;55241932.00;68637904.00;10.21;18.21;-5.79;1634.81;1823.28;1446.34;-10.40;24.22;-69.25;
2004/06/25;1421.83;1456.13;1399.39;1401.11;474364;1478.25;1543.72;1625.33;1521.50;1536.09;1684.79;1577.77;1606.06;;;47436400.00;53648180.00;60602776.00;7.00;14.47;-7.95;1625.33;1840.35;1410.31;-22.50;14.88;-74.76;
2004/07/02;1396.36;1447.61;1376.22;1441.19;533260;1456.75;1518.46;1613.43;1518.80;1536.01;1685.07;1550.48;1605.86;;;53326000.00;54199092.00;56135884.00;12.74;13.89;10.43;1613.43;1841.82;1385.03;-28.53;6.19;-69.45;
2004/07/09;1440.17;1466.78;1426.95;1430.65;433416;1434.46;1497.97;1602.03;1517.86;1535.55;1684.80;1525.76;1602.63;;;43341600.00;50760500.00;53355520.00;16.39;14.72;19.71;1602.03;1843.33;1360.74;-33.76;-1.80;-63.93;
2004/07/16;1426.25;1458.39;1378.91;1456.13;625026;1431.28;1484.03;1588.75;1516.77;1535.13;1684.24;1505.95;1600.28;;;62502600.00;52156416.00;53125736.00;23.96;17.80;36.27;1588.75;1831.54;1345.97;-35.45;-8.53;-53.84;
2004/07/23;1456.77;1465.84;1387.26;1407.40;598174;1427.29;1468.50;1575.37;1514.32;1534.33;1683.42;1486.94;1593.58;;;59817400.00;53284864.00;54263400.00;21.06;18.89;25.40;1575.37;1827.45;1323.29;-40.25;-14.87;-50.76;
2004/07/30;1401.84;1409.12;1366.50;1386.20;491952;1424.31;1451.28;1561.57;1511.41;1532.22;1682.63;1469.49;1585.34;;;49195200.00;53636712.00;53642444.00;17.11;18.29;14.73;1561.57;1823.67;1299.48;-45.25;-20.95;-48.60;
2004/08/06;1381.88;1424.55;1363.69;1390.46;530514;1414.18;1435.46;1546.36;1508.31;1530.29;1682.11;1455.14;1577.64;;;53051400.00;53581416.00;53890252.00;16.51;17.70;14.13;1546.36;1811.22;1281.50;-48.31;-26.42;-43.78;
2004/08/13;1388.08;1404.72;1357.08;1368.45;406827;1401.72;1418.09;1527.39;1505.47;1527.78;1681.24;1439.31;1565.69;;;40682700.00;53050164.00;51905332.00;13.82;16.41;8.65;1527.39;1785.75;1269.03;-51.91;-31.52;-40.78;
2004/08/20;1366.52;1371.23;1327.77;1341.74;411303;1378.85;1405.06;1507.78;1501.72;1525.60;1680.20;1422.07;1553.50;;;41130300.00;48775576.00;50465996.00;12.56;15.13;7.44;1507.78;1759.56;1255.99;-56.27;-36.47;-39.60;
2004/08/27;1339.93;1347.15;1314.60;1320.61;370265;1361.50;1394.39;1485.37;1498.24;1522.98;1678.90;1403.61;1538.07;;;37026500.00;44217140.00;48751000.00;9.69;13.31;2.45;1485.37;1718.46;1252.29;-60.73;-41.32;-38.82;
2004/09/03;1318.32;1360.75;1303.19;1327.12;430543;1349.69;1387.00;1465.36;1495.41;1520.22;1677.92;1391.53;1524.69;;;43054300.00;42989160.00;48312936.00;11.34;12.66;8.70;1465.36;1678.87;1251.85;-63.02;-45.66;-34.71;
2004/09/10;1326.46;1326.87;1270.94;1287.08;361739;1329.00;1371.59;1445.02;1491.82;1517.32;1676.55;1379.84;1510.27;;;36173900.00;39613644.00;46597528.00;10.32;11.88;7.20;1445.02;1643.88;1246.16;-67.28;-49.98;-34.59;
2004/09/17;1285.32;1415.64;1259.43;1414.70;1085279;1338.25;1369.99;1433.98;1489.92;1515.43;1675.67;1380.98;1499.50;;;108527904.00;53182464.00;53116312.00;31.95;18.57;58.72;1433.98;1611.71;1256.25;-59.67;-51.92;-15.51;
2004/09/24;1423.97;1496.21;1408.61;1435.56;1828036;1357.01;1367.93;1425.98;1488.72;1513.50;1675.06;1380.51;1487.49;;;182803600.00;81517360.00;65146472.00;46.10;27.75;82.80;1425.98;1586.67;1265.30;-51.37;-51.81;0.88;
2004/09/30;1452.51;1466.40;1390.68;1396.70;638431;1372.22;1366.86;1417.68;1487.37;1511.49;1674.01;1377.68;1474.51;;;63843100.00;86880664.00;65548904.00;50.06;35.18;79.80;1417.68;1565.25;1270.12;-47.38;-50.93;7.09;
2004/10/08;1395.67;1423.20;1373.93;1422.93;147134;1391.39;1370.54;1410.91;1486.47;1510.28;1673.11;1374.91;1461.21;;;14713400.00;81212208.00;62100684.00;56.39;42.25;84.66;1410.91;1542.91;1278.91;-41.62;-49.07;14.89;
2004/10/15;1424.22;1437.57;1312.55;1330.52;899207;1400.07;1364.54;1400.00;1484.13;1508.46;1671.95;1368.51;1445.95;;;89920704.00;91961752.00;65787700.00;47.60;44.03;54.73;1400.00;1519.52;1280.48;-44.01;-48.05;8.09;
2004/10/22;1332.52;1361.81;1294.04;1329.35;726661;1383.01;1360.63;1389.36;1482.11;1506.90;1670.99;1363.77;1431.93;;;72666096.00;84789248.00;68985856.00;41.58;43.21;38.30;1389.36;1492.36;1286.36;-45.47;-47.54;4.14;
2004/10/29;1337.25;1356.63;1289.87;1320.54;973681;1360.01;1358.51;1381.79;1480.14;1505.16;1670.13;1357.94;1419.82;;;97368096.00;67701968.00;74609664.00;36.32;40.92;27.13;1381.79;1481.41;1282.17;-46.80;-47.39;1.18;
2004/11/05;1317.66;1338.26;1290.99;1305.13;632149;1341.70;1356.96;1375.68;1478.19;1503.59;1669.18;1352.67;1408.65;;;63214900.00;67576624.00;77228648.00;30.65;37.49;16.95;1375.68;1478.48;1272.88;-48.53;-47.62;-1.83;
2004/11/12;1303.52;1379.86;1292.91;1352.22;847307;1327.55;1359.47;1373.23;1476.87;1501.83;1668.60;1353.54;1400.55;;;84730704.00;81580032.00;81396120.00;33.49;36.16;28.16;1373.23;1475.81;1270.65;-45.59;-47.21;3.25;
2004/11/19;1354.48;1380.08;1350.52;1379.96;699064;1337.45;1368.76;1370.18;1476.39;1498.89;1668.10;1358.48;1393.69;;;69906400.00;77577008.00;84769384.00;36.88;36.40;37.85;1370.18;1467.75;1272.60;-40.54;-45.88;10.67;
2004/11/26;1381.58;1387.34;1348.41;1356.73;801546;1342.91;1362.96;1366.47;1475.81;1495.85;1667.66;1360.95;1386.31;;;80154600.00;79074920.00;81932080.00;37.21;36.67;38.30;1366.47;1459.91;1273.04;-37.98;-44.30;12.63;
2004/12/03;1354.57;1354.57;1324.55;1337.20;598312;1346.24;1353.13;1360.53;1475.25;1492.84;1667.21;1365.13;1378.42;;;59831200.00;71567768.00;69634864.00;35.49;36.28;33.92;1360.53;1444.61;1276.44;-37.10;-42.86;11.51;
2004/12/10;1337.81;1352.45;1316.64;1317.72;586661;1348.76;1345.23;1356.05;1474.42;1489.54;1666.61;1357.05;1372.49;;;58666100.00;70657640.00;69117136.00;29.95;34.17;21.50;1356.05;1439.17;1272.93;-37.55;-41.80;8.50;
2004/12/17;1312.60;1317.82;1288.24;1290.49;492753;1336.43;1331.99;1351.26;1472.53;1486.48;1665.99;1344.96;1367.23;;;49275300.00;63567052.00;72573544.00;20.72;29.69;2.79;1351.26;1438.02;1264.51;-39.64;-41.37;3.46;
2004/12/24;1286.07;1308.59;1271.03;1285.04;471641;1317.43;1327.44;1345.99;1471.11;1483.34;1665.38;1335.65;1362.76;;;47164100.00;59018444.00;68297728.00;17.83;25.73;2.02;1345.99;1435.48;1256.50;-41.26;-41.34;0.17;
2004/12/31;1285.41;1292.31;1264.15;1266.50;444343;1299.39;1321.15;1340.89;1469.18;1480.17;1664.73;1322.61;1356.04;;;44434300.00;51874200.00;65474560.00;12.52;21.33;-5.09;1340.89;1436.41;1245.37;-43.54;-41.78;-3.51;
2005/01/07;1260.78;1260.78;1234.24;1244.75;355401;1280.90;1313.57;1336.04;1467.46;1476.82;1664.03;1315.47;1348.89;;;35540100.00;47015936.00;59291852.00;10.64;17.76;-3.62;1336.04;1440.78;1231.30;-46.56;-42.74;-7.64;
2005/01/14;1243.58;1268.86;1236.09;1245.62;424520;1266.47;1307.62;1332.29;1465.96;1473.17;1663.60;1308.49;1340.80;;;42452000.00;43773132.00;57215384.00;9.57;15.03;-1.36;1332.29;1444.46;1220.12;-48.33;-43.86;-8.95;
2005/01/21;1235.57;1237.91;1189.21;1234.48;593779;1255.28;1295.85;1327.66;1464.36;1469.57;1663.07;1301.32;1334.15;;;59377900.00;45793688.00;54680372.00;14.00;14.69;12.61;1327.66;1448.08;1207.24;-50.05;-45.09;-9.92;
2005/01/28;1258.02;1265.95;1208.86;1213.67;592070;1241.01;1279.22;1323.99;1461.89;1466.09;1661.86;1293.70;1327.51;;;59207000.00;48202136.00;53610292.00;14.26;14.54;13.69;1323.99;1453.73;1194.25;-52.49;-46.57;-11.84;
2005/02/04;1210.76;1274.11;1187.26;1269.00;791742;1241.51;1270.45;1316.71;1459.75;1463.11;1661.30;1286.77;1322.84;;;79174200.00;55150592.00;53512396.00;26.00;18.36;41.28;1316.71;1441.26;1192.15;-49.39;-47.14;-4.51;
2005/02/18;1276.02;1291.46;1258.56;1258.97;384230;1244.35;1262.63;1307.88;1456.55;1460.23;1660.47;1276.68;1318.63;;;38423000.00;55726900.00;51371416.00;35.64;24.12;58.68;1307.88;1421.51;1194.24;-47.20;-47.15;-0.10;
2005/02/25;1259.53;1328.53;1259.51;1312.44;1295889;1257.71;1262.09;1303.66;1453.91;1457.99;1659.58;1272.99;1317.50;;;129588896.00;73154560.00;58463848.00;53.30;33.85;92.20;1303.66;1409.41;1197.92;-40.68;-45.86;10.35;
2005/03/04;1311.44;1316.72;1276.88;1287.71;853345;1268.36;1261.82;1296.90;1451.27;1456.02;1658.06;1268.87;1316.24;;;85334496.00;78345424.00;62069556.00;59.23;42.31;93.08;1296.90;1386.61;1207.19;-37.08;-44.10;14.04;
2005/03/11;1288.41;1326.08;1278.15;1289.94;967542;1283.61;1262.31;1294.88;1447.52;1454.11;1656.69;1266.55;1314.81;;;96754200.00;85855024.00;67028584.00;63.72;49.45;92.26;1294.88;1383.21;1206.54;-33.66;-42.01;16.70;
2005/03/18;1288.98;1304.11;1223.61;1227.40;887153;1275.29;1258.40;1289.78;1442.69;1451.66;1654.65;1261.29;1312.51;;;88715296.00;87762944.00;71456768.00;51.95;50.28;55.29;1289.78;1381.44;1198.11;-35.59;-40.73;10.28;
2005/03/25;1226.14;1232.82;1187.58;1205.63;709656;1264.63;1254.49;1284.03;1436.43;1449.12;1652.65;1254.68;1304.47;;;70965600.00;94271488.00;74999192.00;38.97;46.51;23.88;1284.03;1381.77;1186.28;-38.43;-40.27;3.68;
2005/04/01;1204.85;1237.80;1162.03;1223.57;801237;1246.85;1252.28;1279.95;1430.15;1446.63;1650.91;1251.10;1296.31;;;80123696.00;84378416.00;78766488.00;38.30;43.77;27.35;1279.95;1380.75;1179.15;-38.78;-39.97;2.38;
2005/04/08;1212.12;1249.20;1183.91;1248.52;1017750;1239.01;1253.69;1274.77;1424.44;1444.84;1648.98;1251.42;1290.62;;;101775000.00;87666688.00;83006056.00;42.85;43.46;41.61;1274.77;1370.45;1179.09;-36.63;-39.30;5.35;
2005/04/15;1248.15;1254.32;1213.20;1216.96;989535;1224.41;1254.01;1266.62;1416.74;1443.35;1646.65;1249.03;1282.69;;;98953504.00;88106600.00;86980816.00;39.56;42.16;34.36;1266.62;1351.76;1181.47;-37.04;-38.85;3.62;
2005/04/22;1212.39;1212.39;1163.40;1169.19;730575;1212.78;1244.03;1257.24;1408.58;1441.14;1644.05;1243.58;1276.49;;;73057504.00;84975208.00;86369072.00;27.81;37.38;8.67;1257.24;1341.90;1172.58;-40.75;-39.23;-3.05;
2005/04/29;1166.34;1172.71;1135.73;1159.15;884899;1203.47;1234.05;1248.34;1399.21;1439.09;1641.35;1239.04;1269.94;;;88489904.00;88480152.00;91375824.00;22.64;32.47;2.99;1248.34;1335.02;1161.65;-44.00;-40.18;-7.63;
2005/05/13;1160.62;1165.39;1093.28;1107.63;770639;1180.30;1213.57;1237.83;1389.75;1436.68;1638.42;1225.59;1261.75;;;77063904.00;87868208.00;86123312.00;17.15;27.36;-3.28;1237.83;1338.85;1136.82;-50.15;-42.18;-15.94;
2005/05/20;1105.40;1108.84;1082.14;1099.27;617750;1150.44;1194.72;1228.27;1380.37;1433.94;1635.47;1212.29;1253.84;;;61775000.00;79867904.00;83767296.00;14.00;22.91;-3.80;1228.27;1343.50;1113.04;-55.06;-44.75;-20.62;
2005/05/27;1095.31;1095.31;1050.06;1051.95;623818;1117.44;1170.93;1216.62;1369.66;1431.18;1632.79;1190.58;1242.29;;;62381800.00;72553680.00;80330136.00;9.64;18.49;-8.04;1216.62;1352.90;1080.34;-62.06;-48.22;-27.69;
2005/06/03;1049.72;1070.50;1000.52;1013.64;647410;1086.32;1149.55;1203.97;1357.42;1428.63;1629.74;1167.73;1228.20;;;64741000.00;70890288.00;77932752.00;8.15;15.04;-5.63;1203.97;1365.37;1042.58;-69.89;-52.55;-34.68;
2005/06/10;1010.38;1146.42;998.23;1108.29;1752173;1076.16;1139.82;1197.15;1346.99;1426.33;1626.65;1152.60;1218.64;;;175217296.00;88235624.00;88357888.00;19.76;16.62;26.05;1197.15;1362.77;1031.53;-67.68;-55.58;-24.21;
2005/06/17;1105.96;1119.68;1064.03;1085.61;1007869;1071.75;1126.03;1189.15;1335.61;1423.05;1623.33;1140.79;1208.97;;;100786896.00;92980016.00;90424112.00;24.55;19.26;35.12;1189.15;1360.28;1018.02;-66.99;-57.86;-18.25;
2005/06/24;1087.85;1115.86;1073.41;1101.88;907875;1072.28;1111.36;1182.52;1325.18;1419.91;1620.13;1132.14;1200.67;;;90787504.00;98782824.00;89325360.00;32.50;23.67;50.15;1182.52;1356.51;1008.54;-64.38;-59.16;-10.43;
2005/07/01;1108.46;1129.96;1053.63;1055.59;945807;1073.00;1095.22;1174.62;1314.54;1416.21;1616.65;1118.14;1191.63;;;94580704.00;105222552.00;88888112.00;32.62;26.66;44.56;1174.62;1356.81;992.42;-65.30;-60.39;-9.82;
2005/07/08;1050.24;1050.24;1015.40;1017.98;598843;1073.88;1080.10;1162.07;1304.25;1412.10;1612.96;1098.93;1181.36;;;59884300.00;104251392.00;87570840.00;25.69;26.33;24.40;1162.07;1351.33;972.80;-68.27;-61.97;-12.61;
2005/07/15;1026.79;1049.88;1004.08;1026.11;841717;1057.44;1066.80;1150.43;1294.76;1408.32;1609.35;1083.03;1172.12;;;84171696.00;86042216.00;87138920.00;23.40;25.35;19.48;1150.43;1343.21;957.64;-69.18;-63.41;-11.54;
2005/07/22;1023.38;1054.64;1004.66;1046.32;854921;1049.57;1060.66;1137.12;1286.15;1404.44;1605.81;1072.79;1164.48;;;85492096.00;82983320.00;87981672.00;26.41;25.71;27.83;1137.12;1319.26;954.98;-67.49;-64.22;-6.52;
2005/07/29;1045.27;1097.63;1040.59;1083.03;1309147;1045.80;1059.04;1126.88;1278.23;1401.03;1602.19;1066.44;1158.23;;;130914704.00;91009024.00;94895920.00;36.68;29.37;51.32;1126.88;1295.93;957.84;-62.46;-63.87;2.82;
2005/08/05;1082.80;1129.07;1081.12;1128.74;1443160;1060.44;1066.72;1118.82;1271.23;1398.22;1598.72;1068.20;1154.16;;;144316000.00;100955752.00;103089152.00;53.81;37.52;86.41;1118.82;1269.51;968.14;-54.17;-61.93;15.53;
2005/08/12;1131.80;1192.05;1130.58;1167.92;1937954;1090.43;1082.15;1115.85;1265.00;1395.66;1595.34;1073.92;1152.40;;;193795392.00;127737856.00;115994624.00;64.93;46.65;101.48;1115.85;1259.71;971.99;-43.93;-58.33;28.81;
2005/08/19;1167.03;1201.76;1132.86;1150.18;2181965;1115.24;1086.34;1113.08;1259.63;1392.81;1591.84;1082.11;1147.83;;;218196496.00;154542896.00;120292560.00;67.92;53.74;96.28;1113.08;1251.69;974.47;-36.82;-54.03;34.42;
2005/08/26;1148.97;1174.54;1139.24;1171.86;1408131;1140.34;1094.96;1110.49;1255.37;1389.90;1588.27;1095.29;1144.48;;;140813104.00;165607424.00;124295376.00;73.57;60.35;100.01;1110.49;1242.18;978.80;-29.10;-49.04;39.88;
2005/09/02;1172.00;1188.91;1140.10;1188.85;1405419;1161.51;1103.66;1107.51;1251.84;1386.67;1584.67;1102.01;1139.73;;;140541904.00;167532544.00;129270784.00;80.20;66.97;106.67;1107.51;1228.28;986.73;-21.37;-43.51;44.28;
2005/09/09;1189.06;1204.46;1168.58;1189.63;1559211;1173.69;1117.06;1106.14;1247.64;1383.22;1581.08;1110.67;1135.95;;;155921104.00;169853744.00;135404752.00;84.34;72.76;107.49;1106.14;1222.23;990.05;-15.00;-37.81;45.61;
2005/09/16;1189.75;1218.94;1181.43;1212.95;1347202;1182.69;1136.56;1108.33;1244.01;1380.94;1577.93;1119.93;1132.99;;;134720192.00;158038432.00;142888144.00;88.63;78.05;109.78;1108.33;1230.89;985.77;-7.98;-31.84;47.72;
2005/09/23;1213.49;1223.56;1147.19;1151.98;1509119;1183.05;1149.14;1107.97;1238.95;1377.86;1574.70;1127.96;1130.09;;;150911904.00;144581840.00;149562368.00;79.38;78.49;81.15;1107.97;1229.95;986.00;-7.26;-26.92;39.34;
2005/09/30;1150.93;1158.70;1129.05;1155.61;867659;1179.81;1160.07;1110.37;1234.75;1374.54;1571.41;1139.43;1128.17;;;86765904.00;133772080.00;149689760.00;70.35;75.78;59.49;1110.37;1234.19;986.55;-6.32;-22.80;32.97;
2005/10/14;1153.67;1165.67;1133.90;1139.55;918462;1169.95;1165.73;1112.38;1230.64;1371.02;1568.40;1148.89;1124.94;;;91846200.00;124033024.00;145782784.00;50.60;67.39;17.04;1112.38;1236.75;988.01;-6.79;-19.60;25.62;
2005/10/21;1138.38;1150.59;1119.38;1141.32;986466;1160.29;1166.99;1116.85;1226.49;1367.40;1565.33;1156.80;1120.81;;;98646600.00;112578152.00;141215952.00;40.76;58.51;5.25;1116.85;1238.47;995.23;-6.94;-17.07;20.26;
2005/10/28;1141.33;1143.46;1067.41;1080.87;979457;1133.88;1158.28;1120.22;1221.69;1363.58;1561.98;1156.63;1115.58;;;97945696.00;105223376.00;131630896.00;30.04;49.02;-7.91;1120.22;1233.24;1007.19;-11.80;-16.01;8.43;
2005/11/04;1079.04;1111.44;1074.30;1100.05;950834;1123.47;1153.26;1119.80;1217.66;1359.69;1558.59;1154.23;1112.92;;;95083400.00;94057264.00;119319552.00;27.00;41.68;-2.37;1119.80;1233.06;1006.54;-13.94;-15.60;3.31;
2005/11/11;1099.53;1117.06;1078.58;1090.19;1023035;1110.39;1145.10;1120.03;1213.82;1356.03;1555.08;1147.75;1110.27;;;102303504.00;97164904.00;115468496.00;22.86;35.41;-2.23;1120.03;1233.02;1007.04;-16.25;-15.73;-1.04;
2005/11/18;1089.56;1122.61;1075.43;1117.00;829495;1105.88;1137.91;1120.78;1210.32;1352.86;1551.62;1144.98;1110.63;;;82949504.00;95385600.00;109709312.00;25.83;32.21;13.05;1120.78;1233.47;1008.10;-15.74;-15.73;-0.01;
2005/11/25;1117.78;1122.88;1093.95;1114.92;882305;1100.60;1130.44;1123.75;1207.45;1349.64;1547.89;1140.24;1111.23;;;88230496.00;93302376.00;102940264.00;27.36;30.60;20.89;1123.75;1232.25;1015.25;-15.32;-15.65;0.66;
2005/12/02;1113.83;1119.34;1089.56;1094.29;718863;1103.29;1118.58;1127.57;1202.11;1346.02;1543.90;1132.36;1112.86;;;71886304.00;88090624.00;96657000.00;27.36;29.52;23.04;1127.57;1225.23;1029.90;-16.46;-15.81;-1.30;
2005/12/09;1093.10;1114.58;1074.01;1113.48;833573;1105.99;1114.73;1131.94;1196.75;1342.73;1540.14;1126.02;1116.70;;;83357296.00;85745664.00;89901464.00;33.87;30.97;39.67;1131.94;1217.57;1046.31;-15.64;-15.78;0.27;
2005/12/16;1115.75;1134.85;1106.75;1127.51;836656;1113.45;1111.92;1136.00;1192.26;1339.82;1536.32;1118.90;1117.44;;;83665600.00;82017896.00;89591400.00;46.66;36.20;67.59;1136.00;1211.66;1060.34;-13.70;-15.36;3.33;
2005/12/23;1127.84;1144.94;1123.50;1144.87;780575;1119.03;1112.45;1139.09;1187.63;1337.05;1532.61;1118.31;1119.72;;;78057504.00;81039360.00;88212480.00;64.41;45.60;102.03;1139.09;1210.57;1067.61;-10.64;-14.42;7.56;
2005/12/30;1145.77;1173.06;1145.34;1161.06;1077417;1128.25;1114.43;1140.71;1184.80;1334.46;1529.09;1118.76;1122.00;;;107741696.00;84941616.00;89122000.00;72.24;54.48;107.75;1140.71;1212.67;1068.75;-6.83;-12.90;12.15;
