时间;开盘;最高;最低;收盘;成交量;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
2011/05/11;2890.35;2897.14;2868.35;2883.42;97584232;2876.60;2890.50;2952.65;2943.82;2884.59;2777.64;;;;;97584232.00;94850256.00;104693760.00;32.43;25.15;46.99;2952.65;3095.20;2810.10;-26.27;-15.96;-20.63;
2011/05/12;2864.98;2876.45;2843.10;2844.08;106428480;2870.90;2882.35;2942.35;2942.90;2883.41;2777.42;;;;;106428480.00;96360856.00;103664848.00;24.86;25.05;24.47;2942.35;3084.98;2799.72;-29.29;-18.62;-21.34;
2011/05/13;2846.31;2871.99;2832.25;2871.03;103797664;2872.30;2880.75;2933.75;2942.43;2882.22;2777.43;;;;;103797664.00;96606616.00;101918312.00;29.34;26.48;35.07;2933.75;3071.53;2795.97;-29.18;-20.73;-16.89;
2011/05/16;2864.38;2877.09;2846.31;2849.07;91146872;2867.60;2874.50;2923.68;2941.18;2881.84;2777.34;;;;;91146872.00;97307856.00;100833688.00;26.18;26.38;25.78;2923.68;3054.81;2792.54;-30.51;-22.69;-15.63;
2011/05/17;2846.45;2869.23;2821.20;2852.77;102872160;2860.10;2866.60;2913.48;2939.95;2881.95;2777.41;;;;;102872160.00;100368384.00;100286464.00;31.31;28.03;37.88;2913.48;3032.03;2794.92;-30.90;-24.33;-13.14;
2011/05/18;2846.72;2877.43;2843.68;2872.77;83814176;2857.90;2867.25;2907.13;2939.49;2882.01;2777.47;;;;;83814176.00;97609320.00;96229784.00;43.51;33.19;64.16;2907.13;3019.79;2794.46;-29.27;-25.32;-7.90;
2011/05/19;2879.39;2884.14;2856.83;2859.57;83407240;2861.00;2865.95;2899.75;2938.28;2881.77;2777.95;;;;;83407240.00;93008688.00;94684776.00;45.85;37.41;62.73;2899.75;3003.86;2795.64;-28.70;-26.00;-5.42;
2011/05/20;2858.31;2866.76;2850.45;2858.46;75151424;2858.50;2865.40;2891.35;2938.32;2881.55;2778.63;;;;;75151424.00;87277568.00;91942096.00;46.92;40.58;59.61;2891.35;2978.01;2804.69;-28.02;-26.40;-3.25;
2011/05/23;2853.29;2853.29;2771.12;2774.57;107910960;2843.60;2855.60;2879.55;2936.86;2881.11;2778.93;;;;;107910960.00;90629736.00;93968792.00;32.19;37.78;21.01;2879.55;2962.05;2797.05;-33.86;-27.89;-11.94;
2011/05/24;2766.06;2771.75;2744.78;2767.06;82556848;2826.50;2843.30;2869.68;2935.01;2880.34;2779.41;;;;;82556848.00;86566504.00;93467440.00;26.79;34.12;12.13;2869.68;2956.42;2782.93;-38.65;-30.05;-17.22;
2011/05/25;2764.56;2771.18;2737.33;2741.74;80872912;2800.30;2829.10;2859.80;2932.73;2879.03;2779.76;;;;;80872912.00;85979952.00;91794640.00;18.86;29.03;-1.48;2859.80;2957.52;2762.08;-43.99;-32.83;-22.30;
2011/05/26;2755.39;2764.89;2734.54;2736.53;86296152;2775.70;2818.35;2850.35;2929.92;2877.90;2779.86;;;;;86296152.00;86556672.00;89782680.00;13.02;23.70;-8.34;2850.35;2957.43;2743.27;-48.08;-35.88;-24.39;
2011/05/27;2739.39;2746.84;2708.55;2709.95;93607904;2746.00;2802.25;2841.50;2926.43;2876.60;2779.91;;;;;93607904.00;90249624.00;88763600.00;8.94;18.78;-10.72;2841.50;2963.99;2719.01;-52.85;-39.28;-27.16;
2011/05/30;2704.48;2728.06;2689.21;2706.36;73811400;2732.40;2788.00;2831.25;2922.98;2875.65;2780.50;;;;;73811400.00;83430608.00;87030168.00;8.90;15.48;-4.28;2831.25;2963.06;2699.44;-56.28;-42.68;-27.21;
2011/05/31;2707.56;2744.93;2702.09;2743.47;78432040;2727.60;2777.05;2821.82;2920.32;2874.99;2781.10;;;;;78432040.00;82604848.00;84585680.00;15.21;15.39;14.84;2821.82;2950.18;2693.47;-55.37;-45.22;-20.30;
2011/06/01;2737.06;2744.56;2726.49;2743.57;79444360;2728.00;2764.15;2815.70;2917.01;2874.15;2781.72;;;;;79444360.00;82319768.00;84149864.00;20.34;17.04;26.95;2815.70;2946.83;2684.57;-54.01;-46.97;-14.07;
2011/06/02;2715.32;2727.99;2676.54;2705.18;96806560;2721.70;2748.70;2807.32;2912.15;2873.01;2782.31;;;;;96806560.00;84420200.00;85488432.00;18.96;17.68;21.53;2807.32;2944.42;2670.23;-55.39;-48.66;-13.47;
2011/06/03;2701.77;2732.43;2701.25;2728.02;74710688;2725.30;2735.65;2800.52;2907.62;2871.93;2782.89;;;;;74710688.00;80638768.00;85444200.00;30.67;22.01;47.98;2800.52;2939.27;2661.78;-54.02;-49.73;-8.58;
2011/06/07;2720.97;2745.77;2717.31;2744.30;71784304;2732.90;2732.65;2794.13;2903.32;2870.84;2783.18;;;;;71784304.00;80235728.00;81833168.00;44.31;29.44;74.04;2794.13;2930.71;2657.54;-51.04;-49.99;-2.09;
2011/06/08;2742.04;2754.12;2715.25;2750.29;80551648;2734.20;2730.90;2787.10;2899.88;2870.02;2783.69;;;;;80551648.00;80658432.00;81631640.00;57.37;38.75;94.59;2787.10;2917.07;2657.13;-47.64;-49.52;3.77;
2011/06/09;2743.54;2747.33;2702.69;2703.35;88705408;2726.20;2727.10;2778.10;2896.03;2869.12;2784.00;;;;;88705408.00;82509824.00;82414800.00;49.76;42.42;64.44;2778.10;2904.89;2651.31;-48.18;-49.25;2.15;
2011/06/10;2696.13;2707.74;2672.32;2705.14;79638864;2726.20;2723.95;2771.15;2892.16;2867.99;2784.19;;;;;79638864.00;79079016.00;81749608.00;46.55;43.80;52.05;2771.15;2897.94;2644.36;-47.91;-48.98;2.16;
2011/06/13;2687.65;2703.42;2669.40;2700.38;69760568;2720.70;2723.00;2762.63;2888.89;2866.13;2784.37;;;;;69760568.00;78089424.00;79364096.00;43.22;43.61;42.45;2762.63;2883.97;2641.28;-47.53;-48.69;2.33;
2011/06/14;2696.22;2735.55;2691.67;2730.04;89853816;2717.80;2725.35;2756.68;2885.55;2864.49;2784.92;;;;;89853816.00;81700456.00;80968088.00;52.67;46.63;64.76;2756.68;2871.68;2641.67;-44.32;-47.82;6.99;
2011/06/15;2717.68;2730.48;2705.07;2705.43;79347952;2708.90;2721.55;2749.30;2882.35;2862.77;2785.47;;;;;79347952.00;81461248.00;81059840.00;49.29;47.52;52.84;2749.30;2857.03;2641.57;-43.27;-46.91;7.27;
2011/06/16;2685.63;2691.94;2663.12;2664.28;76455592;2701.10;2713.65;2738.90;2878.31;2860.83;2785.85;;;;;76455592.00;79013480.00;80761648.00;33.29;42.77;14.31;2738.90;2836.17;2641.63;-45.24;-46.57;2.67;
2011/06/17;2661.41;2675.03;2641.39;2642.82;70244512;2688.60;2707.40;2728.05;2873.87;2858.73;2786.20;;;;;70244512.00;77132592.00;78105808.00;22.61;36.05;-4.27;2728.05;2816.61;2639.49;-47.97;-46.85;-2.24;
2011/06/20;2635.83;2637.88;2610.99;2621.25;67629608;2672.80;2696.75;2716.20;2868.91;2856.80;2786.48;;;;;67629608.00;76706608.00;77398016.00;17.47;29.86;-7.32;2716.20;2794.12;2638.28;-51.29;-47.74;-7.10;
2011/06/21;2628.02;2648.02;2618.81;2646.48;71564200;2656.10;2686.95;2709.80;2863.88;2854.66;2787.02;;;;;71564200.00;73049704.00;77375080.00;20.32;26.68;7.60;2709.80;2788.57;2631.03;-51.29;-48.45;-5.68;
2011/06/22;2648.53;2657.73;2633.47;2649.32;63745432;2644.80;2676.85;2703.88;2858.92;2852.75;2787.56;;;;;63745432.00;69930192.00;75695720.00;23.80;25.72;19.97;2703.88;2782.22;2625.53;-50.48;-48.86;-3.25;
2011/06/23;2640.66;2693.42;2630.34;2688.25;81092960;2649.60;2675.35;2701.23;2854.09;2851.36;2787.97;;;;;81092960.00;70854248.00;74933864.00;36.54;29.33;50.98;2701.23;2777.76;2624.69;-46.17;-48.32;4.30;
2011/06/24;2678.05;2759.71;2674.30;2746.21;139445424;2670.30;2679.45;2701.70;2850.13;2850.62;2788.71;;;;;139445424.00;84695448.00;80914024.00;54.67;37.78;88.46;2701.70;2779.29;2624.11;-37.64;-46.18;17.09;
2011/06/27;2746.79;2769.04;2743.50;2758.23;110150856;2697.70;2685.25;2704.13;2846.80;2850.43;2789.46;;;;;110150856.00;93198744.00;84952680.00;67.50;47.68;107.13;2704.13;2785.70;2622.55;-29.57;-42.86;26.59;
2011/06/28;2759.71;2763.28;2736.40;2759.20;94974792;2720.20;2688.15;2706.75;2843.52;2850.65;2790.26;;;;;94974792.00;97881296.00;85465496.00;76.26;57.21;114.36;2706.75;2791.97;2621.53;-22.83;-38.85;32.05;
2011/06/29;2757.40;2759.23;2727.25;2728.48;94571112;2736.10;2690.45;2706.00;2840.19;2850.45;2791.12;;;;;94571112.00;104044952.00;86987568.00;75.62;63.35;100.16;2706.00;2790.12;2621.88;-19.74;-35.03;30.58;
2011/06/30;2729.99;2774.37;2729.99;2762.08;102322632;2750.80;2700.20;2706.93;2836.77;2850.48;2791.82;;;;;102322632.00;108291688.00;89572968.00;81.24;69.31;105.09;2706.93;2793.16;2620.69;-14.42;-30.91;32.99;
2011/07/01;2767.83;2778.67;2752.97;2759.36;101893128;2753.50;2711.90;2709.65;2832.73;2850.07;2792.50;;;;;101893128.00;100784536.00;92739992.00;83.47;74.03;102.34;2709.65;2799.00;2620.30;-10.30;-26.79;32.98;
2011/07/04;2770.94;2813.27;2770.94;2812.82;138419232;2764.40;2731.05;2713.90;2829.49;2849.74;2793.48;;;;;138419232.00;106437016.00;99817880.00;88.90;78.98;108.72;2713.90;2814.29;2613.51;-2.69;-21.97;38.56;
2011/07/05;2812.72;2818.14;2799.11;2816.35;117236368;2775.80;2748.00;2717.48;2825.93;2849.55;2794.47;;;;;117236368.00;110890192.00;104385744.00;92.28;83.42;110.01;2717.48;2827.20;2607.75;3.59;-16.86;40.88;
2011/07/06;2811.82;2811.82;2780.73;2810.48;110007040;2792.20;2764.15;2720.50;2822.38;2849.44;2795.50;;;;;110007040.00;113976936.00;109010944.00;93.08;86.64;105.96;2720.50;2837.10;2603.90;7.99;-11.89;39.76;
2011/07/07;2813.19;2825.12;2793.89;2794.27;126737520;2798.70;2774.75;2725.05;2818.60;2849.07;2796.54;;;;;126737520.00;118859368.00;113575528.00;84.88;86.05;82.53;2725.05;2845.85;2604.25;10.06;-7.50;35.12;
2011/07/08;2797.03;2807.38;2784.13;2797.77;92237120;2806.30;2779.90;2729.68;2814.39;2849.11;2798.02;;;;;92237120.00;116926056.00;108855296.00;80.60;84.23;73.34;2729.68;2854.30;2605.05;11.85;-3.63;30.95;
2011/07/11;2789.45;2807.32;2780.67;2802.69;91836056;2804.30;2784.35;2734.80;2810.39;2849.10;2799.64;;;;;91836056.00;107610112.00;107023568.00;79.43;82.63;73.02;2734.80;2862.72;2606.88;13.50;-0.20;27.41;
2011/07/12;2783.72;2783.72;2752.19;2754.58;103674392;2792.00;2783.90;2736.02;2805.46;2848.55;2801.16;;;;;103674392.00;104896920.00;107893552.00;61.57;75.61;33.48;2736.02;2864.22;2607.83;10.81;2.00;17.62;
2011/07/13;2756.03;2797.27;2756.03;2795.48;99659096;2789.00;2790.60;2740.52;2801.10;2848.28;2802.81;;;;;99659096.00;102829264.00;108403096.00;60.83;70.69;41.13;2740.52;2870.51;2610.54;11.84;3.97;15.74;
2011/07/14;2798.21;2811.70;2788.98;2810.44;104502080;2792.20;2795.45;2747.82;2797.95;2848.44;2804.60;;;;;104502080.00;98382640.00;108621008.00;67.18;69.52;62.50;2747.82;2876.19;2619.46;13.70;5.91;15.57;
2011/07/15;2803.58;2821.34;2794.16;2820.17;107470064;2796.70;2801.50;2756.70;2794.83;2849.38;2806.24;;;;;107470064.00;101426792.00;109176424.00;75.86;71.63;84.31;2756.70;2878.87;2634.53;15.78;7.89;15.79;
2011/07/18;2821.36;2826.96;2807.11;2816.69;108108624;2799.40;2801.85;2766.45;2791.33;2850.28;2807.82;;;;;108108624.00;104683928.00;106147024.00;79.33;74.20;89.59;2766.45;2873.31;2659.59;16.95;9.70;14.51;
2011/07/19;2804.92;2809.32;2790.69;2796.98;92740880;2807.90;2799.95;2773.98;2787.77;2850.60;2809.35;;;;;92740880.00;102495024.00;103695976.00;72.85;73.75;71.06;2773.98;2865.33;2682.62;16.11;10.98;10.25;
2011/07/20;2810.44;2817.29;2779.38;2794.20;84030616;2807.70;2798.35;2781.25;2784.93;2851.58;2810.65;;;;;84030616.00;99368960.00;101099112.00;67.30;71.60;58.70;2781.25;2851.53;2710.97;15.04;11.79;6.49;
2011/07/21;2795.90;2799.85;2763.42;2765.89;81760584;2798.80;2795.50;2785.13;2782.05;2852.00;2811.75;;;;;81760584.00;94820760.00;96601704.00;50.97;64.72;23.47;2785.13;2840.85;2729.40;11.77;11.79;-0.04;
2011/07/22;2769.86;2782.17;2763.80;2770.79;70211840;2788.90;2792.80;2786.35;2779.47;2852.63;2813.03;;;;;70211840.00;87372592.00;94399696.00;42.27;57.24;12.34;2786.35;2839.48;2733.22;9.47;11.32;-3.71;
2011/07/25;2759.63;2759.63;2680.75;2688.75;111242248;2763.40;2781.40;2782.88;2776.17;2852.72;2813.90;;;;;111242248.00;87998464.00;96341200.00;30.01;48.16;-6.30;2782.88;2850.78;2714.97;1.01;9.26;-16.50;
2011/07/26;2685.75;2704.94;2677.12;2703.03;72881456;2744.60;2776.25;2780.07;2772.69;2852.67;2815.02;;;;;72881456.00;84026984.00;93261008.00;25.77;40.70;-4.09;2780.07;2856.25;2703.90;-4.49;6.51;-22.00;
2011/07/27;2690.14;2726.80;2680.43;2723.49;80407784;2730.40;2769.05;2779.82;2769.22;2852.46;2816.21;;;;;80407784.00;83302808.00;91335888.00;27.49;36.30;9.89;2779.82;2856.74;2702.91;-7.11;3.79;-21.80;
2011/07/28;2701.77;2712.09;2684.66;2708.78;78474912;2718.90;2758.85;2777.15;2766.59;2852.09;2817.15;;;;;78474912.00;82644176.00;88732464.00;25.37;32.65;10.81;2777.15;2860.11;2694.19;-10.26;0.98;-22.48;
2011/07/29;2706.50;2721.53;2681.27;2701.73;75471656;2705.20;2747.05;2774.27;2763.75;2851.35;2817.84;;;;;75471656.00;83696024.00;85534312.00;22.77;29.36;9.58;2774.27;2863.59;2684.96;-13.17;-1.85;-22.64;
2011/08/01;2697.57;2712.89;2688.53;2703.78;59000712;2708.10;2735.75;2768.80;2761.07;2850.55;2818.51;;;;;59000712.00;73246312.00;80622384.00;21.52;26.75;11.06;2768.80;2861.46;2676.14;-15.14;-4.51;-21.26;
2011/08/02;2689.97;2689.97;2651.28;2679.26;69993184;2703.40;2724.00;2761.98;2757.86;2849.77;2818.98;;;;;69993184.00;72669592.00;78348288.00;20.62;24.70;12.46;2761.98;2859.96;2663.99;-18.46;-7.30;-22.33;
2011/08/03;2659.12;2688.06;2654.36;2678.48;63981608;2694.40;2712.40;2755.38;2754.32;2848.60;2819.41;;;;;63981608.00;69382960.00;76342888.00;20.68;23.36;15.30;2755.38;2857.30;2653.45;-20.92;-10.02;-21.80;
2011/08/04;2683.19;2698.82;2675.53;2684.04;58872112;2689.50;2704.20;2749.85;2751.00;2847.41;2819.79;;;;;58872112.00;65463912.00;74054040.00;23.86;23.53;24.53;2749.85;2854.79;2644.91;-22.16;-12.45;-19.42;
2011/08/05;2620.28;2644.58;2605.14;2626.42;78571832;2674.40;2689.80;2741.30;2747.38;2845.14;2819.99;;;;;78571832.00;66083224.00;74889624.00;21.74;22.93;19.35;2741.30;2857.18;2625.42;-27.48;-15.46;-24.05;
2011/08/08;2599.29;2614.19;2497.92;2526.82;110302496;2639.00;2673.55;2727.48;2741.63;2842.03;2819.56;;;;;110302496.00;76342888.00;74794600.00;18.70;21.52;13.06;2727.48;2874.16;2580.79;-39.28;-20.22;-38.12;
2011/08/09;2468.03;2537.41;2437.68;2526.07;103723888;2608.30;2655.85;2716.05;2736.25;2838.72;2819.08;;;;;103723888.00;83089816.00;77879704.00;22.85;21.96;24.62;2716.05;2887.38;2544.72;-48.14;-25.81;-44.66;
2011/08/10;2562.39;2579.16;2544.95;2549.18;100369344;2582.50;2638.45;2703.75;2731.19;2835.57;2818.72;;;;;100369344.00;90367592.00;79875280.00;28.33;24.08;36.81;2703.75;2886.10;2521.40;-52.68;-31.18;-43.00;
2011/08/11;2508.86;2582.16;2505.01;2581.51;95597264;2562.00;2625.75;2692.30;2726.34;2832.92;2818.36;;;;;95597264.00;97714176.00;81589040.00;36.30;28.16;52.60;2692.30;2875.19;2509.41;-53.07;-35.56;-35.02;
2011/08/12;2593.40;2605.45;2585.85;2593.17;97171208;2555.30;2614.85;2680.95;2721.90;2830.09;2818.22;;;;;97171208.00;101433344.00;83758288.00;44.05;33.46;65.24;2680.95;2858.52;2503.38;-51.83;-38.81;-26.04;
2011/08/15;2598.14;2627.10;2584.41;2626.77;88676840;2575.40;2607.20;2671.48;2718.04;2828.18;2818.18;;;;;88676840.00;97107968.00;86725424.00;53.50;40.14;80.23;2671.48;2838.48;2504.47;-47.59;-40.57;-14.05;
2011/08/16;2627.85;2636.36;2601.50;2608.17;85226864;2591.80;2600.05;2662.02;2715.27;2826.06;2818.13;;;;;85226864.00;93408464.00;88249136.00;57.43;45.90;80.49;2662.02;2820.27;2503.78;-45.21;-41.50;-7.43;
2011/08/17;2603.96;2617.17;2596.04;2601.26;70109144;2602.20;2592.35;2652.38;2712.50;2823.75;2817.90;;;;;70109144.00;87356208.00;88861904.00;64.64;52.15;89.63;2652.38;2799.85;2504.90;-43.38;-41.87;-3.02;
2011/08/18;2601.99;2603.48;2556.86;2559.47;70989280;2597.80;2579.90;2642.05;2709.47;2821.10;2817.45;;;;;70989280.00;82434456.00;90074320.00;63.53;55.94;78.70;2642.05;2784.90;2499.20;-44.79;-42.46;-4.67;
2011/08/19;2519.65;2538.27;2513.75;2534.36;70606800;2586.00;2570.65;2630.23;2706.09;2818.00;2817.20;;;;;70606800.00;77119488.00;89276416.00;58.57;56.82;62.08;2630.23;2767.22;2493.23;-47.39;-43.44;-7.88;
2011/08/22;2534.57;2553.42;2507.78;2515.86;61214428;2563.80;2569.60;2621.57;2702.86;2814.65;2816.84;;;;;61214428.00;71630848.00;84369408.00;41.80;51.81;21.78;2621.57;2764.71;2478.44;-50.35;-44.83;-11.06;
2011/08/23;2524.88;2554.18;2514.95;2554.02;60944192;2553.00;2572.40;2614.13;2700.32;2811.65;2816.75;;;;;60944192.00;66771352.00;80089904.00;40.31;47.98;24.96;2614.13;2754.90;2473.35;-49.06;-45.67;-6.78;
2011/08/24;2562.41;2569.28;2536.26;2541.09;65462468;2540.90;2571.55;2605.00;2696.94;2808.63;2816.49;;;;;65462468.00;65844020.00;76600112.00;35.51;43.82;18.88;2605.00;2739.43;2470.57;-48.52;-46.24;-4.56;
2011/08/25;2546.40;2616.30;2545.05;2615.26;104537976;2552.10;2574.95;2600.35;2694.81;2805.91;2816.30;;;;;104537976.00;72551632.00;77493040.00;51.53;46.39;61.82;2600.35;2725.79;2474.91;-41.63;-45.32;7.38;
2011/08/26;2602.21;2616.64;2593.24;2612.19;77850448;2567.70;2576.85;2595.85;2693.26;2802.70;2816.06;;;;;77850448.00;74003248.00;75561368.00;61.42;51.40;81.47;2595.85;2712.11;2479.59;-36.00;-43.46;14.91;
2011/08/29;2595.47;2595.47;2570.84;2576.41;73696096;2579.80;2571.80;2589.50;2690.73;2799.18;2815.70;;;;;73696096.00;76496896.00;74063872.00;61.86;54.89;75.81;2589.50;2694.25;2484.75;-34.03;-41.57;15.08;
2011/08/30;2592.60;2615.14;2563.69;2566.59;75910688;2582.30;2567.65;2583.85;2687.77;2795.55;2815.22;;;;;75910688.00;79491888.00;73131624.00;59.25;56.34;65.06;2583.85;2680.05;2487.65;-32.89;-39.84;13.89;
2011/08/31;2566.53;2574.42;2545.10;2567.34;59169720;2587.60;2564.25;2578.30;2684.73;2792.30;2814.92;;;;;59169720.00;78233600.00;72038808.00;57.74;56.81;59.60;2578.30;2663.72;2492.88;-31.56;-38.18;13.25;
2011/09/01;2569.80;2584.80;2547.85;2556.04;57290928;2575.70;2563.90;2571.90;2682.27;2789.15;2814.58;;;;;57290928.00;68783312.00;70667472.00;53.27;55.63;48.55;2571.90;2641.71;2502.09;-31.05;-36.75;11.40;
2011/09/02;2551.56;2557.31;2517.62;2528.28;54436580;2558.90;2563.30;2566.98;2679.32;2785.74;2814.10;;;;;54436580.00;64100760.00;69052008.00;39.88;50.38;18.89;2566.98;2634.41;2499.54;-32.52;-35.91;6.77;
2011/09/05;2510.10;2510.10;2478.20;2478.74;55031064;2539.40;2559.60;2564.60;2675.63;2782.26;2813.62;;;;;55031064.00;60368488.00;68432688.00;26.72;42.49;-4.83;2564.60;2640.91;2488.29;-37.25;-36.18;-2.15;
2011/09/06;2465.57;2482.24;2459.54;2470.52;49223172;2520.20;2551.25;2561.82;2671.30;2778.43;2813.09;;;;;49223172.00;55030580.00;67261232.00;20.14;35.04;-9.66;2561.82;2647.51;2476.14;-41.19;-37.18;-8.02;
2011/09/07;2480.94;2516.75;2475.22;2516.09;59665860;2509.90;2548.75;2560.15;2668.14;2775.25;2812.71;;;;;59665860.00;55128884.00;66681240.00;25.43;31.84;12.61;2560.15;2648.11;2472.19;-40.17;-37.78;-4.79;
2011/09/08;2523.96;2524.38;2498.11;2498.94;55271952;2498.50;2537.10;2556.02;2665.38;2771.85;2812.10;;;;;55271952.00;54725836.00;61754572.00;25.39;29.69;16.80;2556.02;2647.44;2464.61;-40.28;-38.28;-4.01;
2011/09/09;2506.97;2528.42;2487.14;2497.75;51253380;2492.40;2525.65;2551.25;2662.97;2768.42;2811.53;;;;;51253380.00;54090136.00;59095448.00;25.11;28.16;19.01;2551.25;2644.45;2458.05;-40.01;-38.62;-2.76;
2011/09/13;2467.73;2477.08;2453.80;2471.30;49930920;2490.90;2515.15;2543.48;2660.47;2764.69;2810.93;;;;;49930920.00;53067776.00;56718132.00;21.20;25.84;11.90;2543.48;2636.09;2450.86;-41.44;-39.19;-4.51;
2011/09/14;2478.59;2485.93;2439.37;2484.83;54065976;2493.80;2507.00;2537.32;2657.77;2760.82;2810.25;;;;;54065976.00;54037708.00;54534144.00;24.55;25.41;22.83;2537.32;2628.21;2446.44;-41.02;-39.55;-2.93;
2011/09/15;2482.86;2496.57;2477.65;2479.05;56003688;2486.40;2498.15;2531.20;2654.94;2756.93;2809.54;;;;;56003688.00;53303704.00;54216296.00;27.58;26.13;30.48;2531.20;2620.40;2442.00;-40.68;-39.78;-1.80;
2011/09/16;2490.18;2499.48;2475.76;2482.34;47986852;2483.10;2490.80;2527.35;2651.51;2752.80;2808.68;;;;;47986852.00;51848808.00;53287320.00;34.47;28.91;45.59;2527.35;2618.06;2436.64;-39.69;-39.76;0.15;
2011/09/19;2469.60;2469.60;2437.17;2437.79;48746824;2471.10;2481.75;2522.52;2646.37;2748.25;2807.64;;;;;48746824.00;51347456.00;52718796.00;23.21;27.01;15.60;2522.52;2621.57;2423.48;-42.01;-40.21;-3.60;
2011/09/20;2433.72;2460.03;2426.70;2447.76;46265892;2466.40;2478.65;2519.13;2641.19;2744.00;2806.65;;;;;46265892.00;50613452.00;51840616.00;22.37;25.47;16.19;2519.13;2623.66;2414.59;-42.56;-40.68;-3.75;
2011/09/21;2450.12;2517.67;2438.85;2512.96;86689280;2472.00;2482.90;2517.07;2637.09;2740.30;2806.08;;;;;86689280.00;57137560.00;55587636.00;43.18;31.37;66.81;2517.07;2620.33;2413.82;-37.30;-40.00;5.41;
2011/09/22;2491.21;2499.98;2442.46;2443.06;74695408;2464.80;2475.60;2512.18;2632.33;2736.26;2805.20;;;;;74695408.00;60879668.00;57091688.00;34.15;32.30;37.85;2512.18;2619.84;2404.51;-38.33;-39.67;2.68;
2011/09/23;2411.83;2440.75;2400.14;2433.16;67302688;2454.90;2469.00;2503.05;2626.85;2731.81;2804.18;;;;;67302688.00;64739736.00;58294272.00;32.13;32.24;31.91;2503.05;2604.63;2401.47;-39.49;-39.63;0.28;
2011/09/26;2416.23;2441.73;2384.64;2393.18;57425040;2446.00;2458.55;2492.10;2620.74;2726.74;2802.99;;;;;57425040.00;66473164.00;58910312.00;23.56;29.35;11.99;2492.10;2591.34;2392.86;-43.14;-40.33;-5.61;
2011/09/27;2410.99;2423.91;2395.16;2415.05;55231432;2439.40;2452.90;2484.02;2614.11;2721.80;2802.04;;;;;55231432.00;68268848.00;59441152.00;23.33;27.34;15.30;2484.02;2580.61;2387.44;-43.76;-41.02;-5.49;
2011/09/28;2427.29;2430.27;2383.40;2392.06;55758448;2415.30;2443.65;2475.32;2607.05;2716.49;2801.20;;;;;55758448.00;62085528.00;59611544.00;17.70;24.13;4.85;2475.32;2572.04;2378.61;-45.59;-41.93;-7.31;
2011/09/29;2378.42;2387.54;2358.57;2365.34;59191240;2399.70;2432.25;2465.20;2599.63;2711.00;2800.27;;;;;59191240.00;58979124.00;59929396.00;13.22;20.49;-1.33;2465.20;2563.62;2366.78;-48.63;-43.27;-10.71;
2011/09/30;2368.40;2377.54;2348.22;2359.22;48818372;2385.00;2419.95;2455.38;2592.38;2705.49;2799.35;;;;;48818372.00;55286168.00;60012952.00;10.98;17.32;-1.71;2455.38;2554.91;2355.84;-50.94;-44.81;-12.27;
2011/10/10;2363.08;2368.15;2338.69;2344.79;41745304;2375.30;2410.65;2446.20;2584.82;2699.61;2798.37;;;;;41745304.00;52150272.00;59311720.00;8.45;14.36;-3.37;2446.20;2551.12;2341.28;-53.33;-46.51;-13.63;
2011/10/11;2401.74;2412.38;2323.41;2348.52;63975804;2362.00;2400.70;2439.68;2577.25;2693.82;2797.25;;;;;63975804.00;53900084.00;61084468.00;10.38;13.04;5.06;2439.68;2552.00;2327.35;-54.29;-48.07;-12.45;
2011/10/12;2335.49;2421.69;2318.63;2420.00;91508568;2367.50;2391.40;2437.15;2571.68;2688.57;2796.48;;;;;91508568.00;61046784.00;61566156.00;34.37;20.15;62.81;2437.15;2548.82;2325.48;-48.73;-48.20;-1.05;
2011/10/13;2412.83;2439.64;2406.28;2438.79;87860104;2382.30;2391.00;2433.30;2565.73;2683.42;2795.80;;;;;87860104.00;66781184.00;62880152.00;55.45;31.91;102.52;2433.30;2538.64;2327.96;-42.31;-47.02;9.42;
2011/10/14;2429.88;2437.59;2409.29;2431.37;60673160;2396.70;2390.85;2429.93;2559.42;2678.68;2794.90;;;;;60673160.00;69153584.00;62219880.00;68.02;43.95;116.16;2429.93;2530.63;2329.22;-37.39;-45.10;15.40;
2011/10/17;2434.49;2452.99;2424.73;2440.40;58267680;2415.80;2395.55;2427.05;2553.08;2673.96;2793.70;;;;;58267680.00;72456600.00;62303436.00;75.56;54.49;117.70;2427.05;2522.77;2331.33;-32.40;-42.56;20.32;
2011/10/18;2423.28;2425.65;2378.67;2383.49;79525744;2422.80;2392.40;2422.65;2545.87;2668.60;2792.01;;;;;79525744.00;75566288.00;64733184.00;66.46;58.48;82.43;2422.65;2517.88;2327.42;-32.65;-40.58;15.85;
2011/10/19;2387.83;2401.69;2374.42;2377.51;58534636;2414.30;2390.90;2417.27;2538.88;2663.32;2790.15;;;;;58534636.00;68973360.00;65010072.00;58.92;58.62;59.50;2417.27;2509.81;2324.74;-32.96;-39.05;12.19;
