时间;开盘;最高;最低;收盘;成交量;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
1990/12/19;96.05;99.98;95.79;99.98;1260;;;;;;;;;;;1260.00;;;100.00;100.00;100.00;;;;0.00;0.00;0.00;
1990/12/20;104.30;104.39;99.98;104.39;197;;;;;;;;;;;197.00;;;100.00;100.00;100.00;;;;0.35;0.07;0.56;
1990/12/21;109.07;109.13;103.73;109.13;28;;;;;;;;;;;28.00;;;100.00;100.00;100.00;;;;1.00;0.26;1.49;
1990/12/24;113.57;114.55;109.13;114.55;32;;;;;;;;;;;32.00;;;100.00;100.00;100.00;;;;1.93;0.59;2.68;
1990/12/25;120.09;120.25;114.55;120.25;15;109.66;;;;;;;;;;15.00;306.40;;100.00;100.00;100.00;;;;3.09;1.09;4.00;
1990/12/26;125.27;125.27;120.25;125.27;100;114.72;;;;;;;;;;100.00;74.40;;100.00;100.00;100.00;;;;4.37;1.75;5.24;
1990/12/27;125.27;125.28;125.27;125.28;66;118.90;;;;;;;;;;66.00;48.20;;100.00;100.00;100.00;;;;5.32;2.46;5.71;
1990/12/28;126.39;126.45;125.28;126.45;108;122.36;;;;;;;;;;108.00;64.20;;100.00;100.00;100.00;;;;6.09;3.19;5.81;
1990/12/31;126.56;127.61;126.48;127.61;78;124.97;;;;;;;;;;78.00;73.40;;100.00;100.00;100.00;;;;6.73;3.90;5.66;
1991/01/02;127.61;128.84;127.61;128.84;91;126.69;118.18;;;;;;;;;91.00;88.60;197.50;100.00;100.00;100.00;;;;7.24;4.57;5.36;
1991/01/03;128.84;130.14;128.84;130.14;141;127.66;121.19;;;;;;;;;141.00;96.80;85.60;100.00;100.00;100.00;;;;7.67;5.19;4.97;
1991/01/04;131.27;131.44;130.14;131.44;420;128.90;123.90;;;;;;;;;420.00;167.60;107.90;100.00;100.00;100.00;;;;8.02;5.75;4.53;
1991/01/07;131.99;132.06;131.45;132.06;217;130.02;126.19;;;;;;;;;217.00;189.40;126.80;100.00;100.00;100.00;;;;8.25;6.25;4.00;
1991/01/08;132.62;132.68;132.06;132.68;2926;131.03;128.00;;;;;;;;;2926.00;759.00;416.20;100.00;100.00;100.00;;;;8.39;6.68;3.42;
1991/01/09;133.30;133.34;132.68;133.34;5603;131.93;129.31;;;;;;;;;5603.00;1861.40;975.00;100.00;100.00;100.00;;;;8.45;7.03;2.84;
1991/01/10;133.93;133.97;133.34;133.97;9990;132.70;130.18;;;;;;;;;9990.00;3831.20;1964.00;100.00;100.00;100.00;;;;8.46;7.32;2.28;
1991/01/11;134.61;134.61;134.51;134.60;13327;133.33;131.11;;;;;;;;;13327.00;6412.60;3290.10;99.96;99.99;99.90;;;;8.42;7.54;1.75;
1991/01/14;134.11;135.19;134.11;134.67;12530;133.85;131.93;;;;;;;;;12530.00;8875.20;4532.30;97.69;99.22;94.62;;;;8.29;7.69;1.21;
1991/01/15;134.21;134.74;134.19;134.74;1446;134.26;132.65;;;;;;;;;1446.00;8579.20;4669.10;96.10;98.18;91.93;;;;8.11;7.77;0.67;
1991/01/16;134.19;134.74;134.14;134.24;509;134.44;133.19;125.68;;;;;;;;509.00;7560.40;4710.90;91.13;95.83;81.72;125.68;146.91;104.45;7.83;7.78;0.09;
1991/01/17;133.67;134.25;133.65;134.25;658;134.50;133.60;127.39;;;;;;;;658.00;5694.00;4762.60;85.71;92.45;72.21;127.39;145.14;109.65;7.52;7.73;-0.42;
1991/01/18;133.70;134.25;133.67;134.24;3004;134.43;133.88;128.89;;;;;;;;3004.00;3629.40;5021.00;80.35;88.42;64.22;128.89;143.17;114.61;7.20;7.62;-0.86;
1991/01/21;133.70;134.24;133.66;134.24;2051;134.34;134.10;130.14;;;;;;;;2051.00;1533.60;5204.40;74.29;83.71;55.44;130.14;141.15;119.14;6.86;7.47;-1.23;
1991/01/22;133.72;134.24;133.66;133.72;354;134.14;134.20;131.10;;;;;;;;354.00;1315.20;4947.20;56.37;74.60;19.92;131.10;139.40;122.81;6.47;7.27;-1.60;
1991/01/23;133.17;133.72;133.14;133.17;1095;133.92;134.18;131.75;;;;;;;;1095.00;1432.40;4496.40;38.07;62.42;-10.64;131.75;138.32;125.18;6.06;7.03;-1.95;
1991/01/24;132.61;133.17;132.57;132.61;1857;133.60;134.05;132.11;;;;;;;;1857.00;1672.20;3683.10;25.89;50.24;-22.82;132.11;137.94;126.29;5.61;6.75;-2.26;
1991/01/25;132.05;132.07;132.03;132.05;3447;133.16;133.79;132.45;;;;;;;;3447.00;1760.80;2695.10;17.50;39.33;-26.15;132.45;137.31;127.60;5.16;6.43;-2.54;
1991/01/28;131.46;131.55;131.46;131.46;5107;132.60;133.47;132.70;;;;;;;;5107.00;2372.00;1952.80;11.67;30.11;-25.21;132.70;136.70;128.71;4.70;6.08;-2.77;
1991/01/29;130.95;130.97;130.95;130.95;1387;132.05;133.09;132.87;;;;;;;;1387.00;2578.60;1946.90;7.78;22.67;-21.99;132.87;136.19;129.55;4.24;5.71;-2.95;
1991/01/30;130.44;130.95;130.41;130.44;527;131.50;132.71;132.95;;;;;;;;527.00;2465.00;1948.70;5.45;16.93;-17.51;132.95;135.92;129.98;3.79;5.33;-3.07;
1991/01/31;129.93;130.46;129.93;129.97;510;130.97;132.29;132.94;;;;;;;;510.00;2195.60;1933.90;3.94;12.60;-13.37;132.94;135.95;129.94;3.36;4.94;-3.15;
1991/02/01;129.50;129.97;129.45;129.51;345;130.47;131.81;132.85;;;;;;;;345.00;1575.20;1668.00;3.04;9.41;-9.69;132.85;136.16;129.53;2.95;4.54;-3.18;
1991/02/04;129.05;129.58;129.05;129.05;553;129.98;131.29;132.70;;;;;;;;553.00;664.40;1518.20;2.03;6.95;-7.82;132.70;136.41;128.98;2.56;4.14;-3.17;
1991/02/05;128.56;128.58;128.53;128.58;8562;129.51;130.78;132.49;;;;;;;;8562.00;2099.40;2339.00;1.71;5.21;-5.27;132.49;136.64;128.34;2.18;3.75;-3.14;
1991/02/06;129.13;129.15;128.06;129.14;6641;129.25;130.38;132.28;;;;;;;;6641.00;3322.20;2893.60;10.12;6.84;16.67;132.28;136.66;127.90;1.91;3.38;-2.95;
1991/02/07;129.74;129.79;129.14;129.79;2133;129.21;130.09;132.07;;;;;;;;2133.00;3646.80;2921.20;23.27;12.32;45.17;132.07;136.51;127.63;1.72;3.05;-2.65;
1991/02/08;130.36;130.39;129.79;130.38;1234;129.39;129.93;131.86;;;;;;;;1234.00;3824.60;2699.90;42.09;22.24;81.78;131.86;136.20;127.52;1.61;2.76;-2.31;
1991/02/11;130.92;130.97;130.39;130.97;9317;129.77;129.88;131.68;;;;;;;;9317.00;5577.40;3120.90;61.39;35.29;113.59;131.68;135.82;127.53;1.54;2.52;-1.95;
1991/02/12;131.54;131.56;130.97;131.35;3774;130.33;129.92;131.51;;;;;;;;3774.00;4619.80;3359.60;72.26;47.62;121.55;131.51;135.39;127.62;1.51;2.32;-1.62;
1991/02/13;131.93;131.93;131.35;131.92;1152;130.88;130.07;131.39;;;;;;;;1152.00;3522.00;3422.10;81.42;58.88;126.50;131.39;135.06;127.72;1.51;2.15;-1.29;
1991/02/14;132.53;132.53;132.30;132.53;3624;131.43;130.32;131.30;;;;;;;;3624.00;3820.20;3733.50;87.61;68.46;125.92;131.30;134.77;127.84;1.54;2.03;-0.99;
1991/02/19;133.12;133.14;133.08;133.13;1748;131.98;130.68;131.25;;;;;;;;1748.00;3923.00;3873.80;91.68;76.20;122.63;131.25;134.55;127.95;1.59;1.94;-0.70;
1991/02/20;133.63;133.67;133.13;133.67;876;132.52;131.15;131.22;;;;;;;;876.00;2234.80;3906.10;94.45;82.28;118.79;131.22;134.42;128.02;1.66;1.89;-0.45;
1991/02/21;134.24;134.28;133.67;134.28;3220;133.11;131.72;131.25;;;;;;;;3220.00;2124.00;3371.90;96.30;86.96;114.99;131.25;134.55;127.95;1.74;1.86;-0.23;
1991/02/22;134.85;134.87;134.28;134.87;3427;133.70;132.29;131.33;;;;;;;;3427.00;2579.00;3050.50;97.53;90.48;111.64;131.33;134.92;127.75;1.84;1.85;-0.04;
1991/02/25;134.37;134.87;134.33;134.40;810;134.07;132.75;131.42;;;;;;;;810.00;2016.20;2918.20;94.86;91.94;100.69;131.42;135.22;127.62;1.85;1.85;-0.01;
1991/02/26;133.90;134.44;133.90;133.93;1094;134.23;133.10;131.52;;;;;;;;1094.00;1885.40;2904.20;88.54;90.81;84.00;131.52;135.47;127.56;1.80;1.84;-0.08;
1991/02/27;133.44;133.98;133.44;133.47;214;134.19;133.36;131.62;;;;;;;;214.00;1753.00;1993.90;79.10;86.91;63.49;131.62;135.67;127.57;1.71;1.82;-0.22;
1991/02/28;132.99;133.52;132.98;133.01;2258;133.94;133.52;131.72;;;;;;;;2258.00;1560.60;1842.30;61.94;78.58;28.66;131.72;135.80;127.64;1.58;1.77;-0.38;
1991/03/01;132.53;132.53;132.47;132.53;7124;133.47;133.58;131.82;;;;;;;;7124.00;2300.00;2439.50;42.13;66.43;-6.48;131.82;135.88;127.77;1.42;1.70;-0.56;
1991/03/04;132.09;132.09;131.98;131.99;2518;132.99;133.53;131.93;;;;;;;;2518.00;2641.60;2328.90;28.20;53.69;-22.77;131.93;135.88;127.97;1.24;1.61;-0.74;
1991/03/05;131.42;131.99;131.41;131.46;982;132.49;133.36;132.02;;;;;;;;982.00;2619.20;2252.30;19.28;42.22;-26.59;132.02;135.82;128.22;1.04;1.49;-0.91;
1991/03/06;130.89;130.95;130.89;130.94;719;131.99;133.09;132.12;;;;;;;;719.00;2720.20;2236.60;13.27;32.57;-25.32;132.12;135.69;128.54;0.83;1.36;-1.07;
1991/03/07;130.41;130.94;130.41;130.41;568;131.47;132.70;132.21;;;;;;;;568.00;2382.20;1971.40;8.85;24.66;-22.78;132.21;135.48;128.93;0.61;1.21;-1.20;
1991/03/08;129.84;130.41;129.84;129.89;933;130.94;132.20;132.25;;;;;;;;933.00;1144.00;1722.00;6.26;18.53;-18.27;132.25;135.39;129.10;0.39;1.04;-1.31;
1991/03/11;129.30;129.89;129.30;129.31;514;130.40;131.69;132.22;;;;;;;;514.00;743.20;1692.40;4.25;13.77;-14.80;132.22;135.45;128.99;0.17;0.87;-1.40;
1991/03/12;128.73;129.31;128.73;128.77;957;129.86;131.18;132.14;;;;;;;;957.00;738.20;1678.70;3.11;10.22;-11.10;132.14;135.63;128.65;-0.05;0.69;-1.47;
1991/03/13;126.13;128.77;126.13;126.15;498;128.91;130.45;131.90;;;;;;;;498.00;694.00;1707.10;2.18;7.54;-8.54;131.90;136.28;127.52;-0.43;0.46;-1.78;
1991/03/14;125.61;126.15;125.61;125.63;326;127.95;129.71;131.61;;;;;;;;326.00;645.60;1513.90;1.55;5.54;-6.42;131.61;136.82;126.41;-0.76;0.22;-1.96;
1991/03/15;125.08;125.62;125.08;125.17;790;127.01;128.97;131.28;129.45;;;;;;;790.00;617.00;880.50;1.47;4.18;-3.96;131.28;137.22;125.33;-1.05;-0.04;-2.03;
1991/03/18;124.70;125.17;124.69;124.71;1250;126.09;128.24;130.89;129.86;;;;;;;1250.00;764.20;753.70;1.09;3.15;-3.04;130.89;137.48;124.30;-1.30;-0.29;-2.03;
1991/03/19;124.23;124.71;124.22;124.22;892;125.18;127.52;130.44;130.19;;;;;;;892.00;751.20;744.70;0.72;2.34;-2.51;130.44;137.57;123.31;-1.52;-0.54;-1.98;
1991/03/20;123.66;124.21;123.63;123.66;678;124.68;126.79;129.94;130.43;;;;;;;678.00;787.20;740.60;0.63;1.77;-1.65;129.94;137.51;122.37;-1.73;-0.77;-1.90;
1991/03/21;123.14;123.66;123.12;123.12;151;124.18;126.06;129.38;130.58;;;;;;;151.00;752.20;698.90;0.42;1.32;-1.38;129.38;137.25;121.52;-1.91;-1.00;-1.81;
1991/03/22;122.62;123.12;122.62;122.62;207;123.67;125.34;128.77;130.62;;;;;;;207.00;635.60;626.30;0.28;0.97;-1.11;128.77;136.74;120.80;-2.07;-1.21;-1.70;
1991/03/25;122.12;122.62;122.10;122.12;443;123.15;124.62;128.16;130.56;;;;;;;443.00;474.20;619.20;0.29;0.75;-0.63;128.16;136.19;120.12;-2.21;-1.41;-1.59;
1991/03/26;121.62;122.14;121.62;121.62;1164;122.63;123.90;127.54;130.50;;;;;;;1164.00;528.60;639.90;0.19;0.56;-0.55;127.54;135.60;119.48;-2.33;-1.60;-1.47;
1991/03/27;121.12;121.64;121.12;121.12;668;122.12;123.40;126.92;130.41;;;;;;;668.00;526.60;656.90;0.13;0.42;-0.45;126.92;134.96;118.88;-2.44;-1.77;-1.36;
1991/03/28;120.65;121.15;120.61;120.61;961;121.62;122.90;126.30;130.30;;;;;;;961.00;688.60;720.40;0.08;0.31;-0.36;126.30;134.28;118.33;-2.55;-1.92;-1.25;
1991/03/29;120.16;120.61;120.11;120.19;2185;121.13;122.40;125.69;130.15;;;;;;;2185.00;1084.20;859.90;0.64;0.42;1.08;125.69;133.54;117.83;-2.63;-2.06;-1.13;
1991/04/01;120.69;120.73;119.68;120.73;11999;120.85;122.00;125.12;130.00;;;;;;;11999.00;3395.40;1934.80;8.15;2.99;18.46;125.12;132.68;117.56;-2.62;-2.17;-0.89;
1991/04/02;121.21;121.29;120.73;121.21;816;120.77;121.70;124.61;129.83;;;;;;;816.00;3325.80;1927.20;18.25;8.08;38.59;124.61;131.74;117.48;-2.55;-2.25;-0.59;
1991/04/03;121.71;121.71;121.21;121.71;2063;120.89;121.50;124.15;129.65;;;;;;;2063.00;3604.80;2065.70;31.84;16.00;63.51;124.15;130.73;117.57;-2.42;-2.28;-0.27;
1991/04/04;122.20;122.20;121.24;121.72;10517;121.11;121.37;123.71;129.47;;;;;;;10517.00;5516.00;3102.30;44.35;25.45;82.16;123.71;129.67;117.76;-2.29;-2.28;-0.01;
1991/04/05;121.07;121.73;121.03;121.54;11589;121.38;121.26;123.30;129.27;;;;;;;11589.00;7396.80;4240.50;54.17;35.02;92.47;123.30;128.56;118.03;-2.18;-2.26;0.17;
1991/04/08;121.11;121.11;121.05;121.09;1862;121.45;121.15;122.89;129.06;;;;;;;1862.00;5369.40;4382.40;54.77;41.60;81.09;122.89;127.40;118.37;-2.10;-2.23;0.26;
1991/04/09;120.60;121.10;120.60;120.62;320;121.34;121.05;122.48;128.83;;;;;;;320.00;5270.20;4298.00;48.94;44.05;58.73;122.48;126.15;118.81;-2.06;-2.20;0.28;
1991/04/10;120.15;120.62;120.09;120.16;466;121.03;120.96;122.18;128.58;;;;;;;466.00;4950.80;4277.80;38.98;42.36;32.22;122.18;125.55;118.80;-2.03;-2.16;0.26;
1991/04/11;119.64;120.16;119.62;119.64;239;120.61;120.86;121.88;128.33;;;;;;;239.00;2895.20;4205.60;26.24;36.99;4.76;121.88;125.02;118.74;-2.03;-2.14;0.21;
1991/04/12;119.20;119.65;119.15;119.21;399;120.14;120.76;121.58;128.08;;;;;;;399.00;657.20;4027.00;18.15;30.71;-6.96;121.58;124.53;118.63;-2.04;-2.12;0.15;
1991/04/15;118.73;119.22;118.72;118.77;301;119.68;120.57;121.28;127.82;;;;;;;301.00;345.00;2857.20;12.58;24.67;-11.59;121.28;124.10;118.47;-2.06;-2.11;0.09;
1991/04/16;118.36;118.77;118.34;118.34;105;119.22;120.28;120.99;127.56;;;;;;;105.00;302.00;2786.10;8.39;19.24;-13.32;120.99;123.74;118.24;-2.09;-2.10;0.03;
1991/04/17;117.92;118.34;117.89;117.90;201;118.77;119.90;120.70;127.29;;;;;;;201.00;249.00;2599.90;5.68;14.72;-12.40;120.70;123.49;117.92;-2.12;-2.11;-0.03;
1991/04/18;117.45;117.93;117.45;117.45;178;118.33;119.47;120.42;127.02;;;;;;;178.00;236.80;1566.00;3.79;11.07;-10.79;120.42;123.32;117.52;-2.16;-2.12;-0.08;
1991/04/19;117.08;117.50;117.05;117.08;646;117.91;119.03;120.14;126.75;;;;;;;646.00;286.20;471.70;2.77;8.31;-8.30;120.14;123.21;117.07;-2.19;-2.13;-0.12;
1991/04/22;116.63;117.08;116.58;116.63;430;117.48;118.58;119.87;126.48;;;;;;;430.00;312.00;328.50;2.26;6.29;-5.80;119.87;123.16;116.57;-2.23;-2.15;-0.16;
1991/04/23;116.21;116.63;116.15;116.19;282;117.05;118.14;119.60;126.22;;;;;;;282.00;347.40;324.70;1.84;4.81;-4.10;119.60;123.17;116.02;-2.27;-2.18;-0.19;
1991/04/24;115.70;116.19;115.70;115.79;148;116.63;117.70;119.33;125.96;;;;;;;148.00;336.80;292.90;1.99;3.87;-1.78;119.33;123.20;115.45;-2.31;-2.20;-0.21;
1991/04/25;115.38;115.79;115.33;115.36;1495;116.21;117.27;119.07;125.70;;;;;;;1495.00;600.20;418.50;1.58;3.10;-1.47;119.07;123.27;114.86;-2.34;-2.23;-0.23;
1991/04/26;116.31;116.31;114.52;115.56;13354;115.91;116.91;118.84;125.45;;;;;;;13354.00;3141.80;1714.00;9.21;5.14;17.35;118.84;123.28;114.39;-2.33;-2.25;-0.16;
1991/04/29;114.86;116.29;114.75;114.75;8411;115.53;116.51;118.54;125.19;;;;;;;8411.00;4738.00;2525.00;8.15;6.14;12.16;118.54;123.24;113.83;-2.36;-2.27;-0.17;
1991/04/30;113.89;114.87;113.89;113.94;4850;115.08;116.06;118.17;124.93;;;;;;;4850.00;5651.60;2999.50;5.84;6.04;5.45;118.17;123.13;113.22;-2.42;-2.30;-0.23;
1991/05/02;113.04;113.20;113.03;113.16;1465;114.55;115.59;117.75;124.67;;;;;;;1465.00;5915.00;3125.90;4.87;5.65;3.30;117.75;122.89;112.60;-2.50;-2.34;-0.31;
1991/05/03;112.46;113.17;112.30;112.41;4230;113.96;115.09;117.28;124.40;;;;;;;4230.00;6462.00;3531.10;4.01;5.10;1.82;117.28;122.59;111.97;-2.59;-2.39;-0.40;
1991/05/06;111.65;112.41;111.57;111.61;2764;113.17;114.54;116.78;124.11;;;;;;;2764.00;4344.00;3742.90;2.94;4.38;0.05;116.78;122.27;111.30;-2.70;-2.45;-0.50;
1991/05/07;110.80;110.90;110.80;110.82;1875;112.39;113.96;116.27;123.79;;;;;;;1875.00;3036.80;3887.40;2.08;3.61;-0.99;116.27;121.98;110.56;-2.82;-2.53;-0.58;
1991/05/08;110.16;110.82;110.00;110.03;423;111.61;113.34;115.74;123.45;;;;;;;423.00;2151.40;3901.50;1.54;2.92;-1.21;115.74;121.71;109.77;-2.94;-2.61;-0.66;
1991/05/09;109.36;110.12;109.31;109.29;2255;110.83;112.69;115.20;123.09;;;;;;;2255.00;2309.40;4112.20;0.93;2.26;-1.72;115.20;121.44;108.95;-3.06;-2.70;-0.73;
1991/05/10;108.61;109.40;108.53;108.53;249;110.06;112.01;114.64;122.71;;;;;;;249.00;1513.20;3987.60;0.62;1.72;-1.56;114.64;121.19;108.09;-3.18;-2.80;-0.77;
1991/05/13;107.88;107.88;107.74;107.84;235;109.30;111.24;114.07;122.31;;;;;;;235.00;1007.40;2675.70;0.88;1.44;-0.23;114.07;120.92;107.23;-3.30;-2.90;-0.80;
1991/05/14;107.21;107.84;107.06;107.19;267;108.58;110.48;113.49;121.89;;;;;;;267.00;685.80;1861.30;1.29;1.39;1.10;113.49;120.62;106.37;-3.40;-3.00;-0.81;
1991/05/15;106.56;106.60;106.42;106.57;390;107.88;109.75;112.90;121.45;;;;;;;390.00;679.20;1415.30;1.60;1.46;1.89;112.90;120.29;105.52;-3.49;-3.10;-0.79;
1991/05/16;105.83;105.86;105.69;105.77;3108;107.18;109.01;112.30;120.98;;;;;;;3108.00;849.80;1579.60;1.47;1.46;1.47;112.30;119.94;104.66;-3.59;-3.19;-0.79;
1991/05/17;105.12;106.75;104.96;106.75;20192;106.82;108.44;111.76;120.52;;;;;;;20192.00;4838.40;3175.80;11.02;4.65;23.77;111.76;119.39;104.14;-3.54;-3.26;-0.56;
1991/05/20;107.76;107.82;106.71;107.82;863;106.82;108.06;111.30;120.07;;;;;;;863.00;4964.00;2985.70;23.62;10.97;48.91;111.30;118.68;103.92;-3.38;-3.29;-0.19;
1991/05/21;108.89;108.89;108.62;108.81;771;107.14;107.86;110.91;119.64;;;;;;;771.00;5064.80;2875.30;40.62;20.85;80.14;110.91;117.92;103.90;-3.14;-3.26;0.24;
1991/05/22;109.71;109.82;108.11;108.25;18677;107.48;107.68;110.51;119.22;;;;;;;18677.00;8722.20;4700.70;49.64;30.45;88.03;110.51;117.16;103.87;-2.96;-3.20;0.48;
1991/05/23;107.52;109.16;107.35;109.08;5609;108.14;107.66;110.18;118.81;;;;;;;5609.00;9222.40;5036.10;61.35;40.75;102.56;110.18;116.36;103.99;-2.72;-3.10;0.77;
1991/05/24;110.07;110.08;109.82;110.08;1024;108.81;107.82;109.91;118.43;;;;;;;1024.00;5388.80;5113.60;74.24;51.91;118.88;109.91;115.60;104.23;-2.42;-2.97;1.10;
1991/05/27;111.05;111.07;109.47;110.66;8619;109.38;108.10;109.67;118.06;;;;;;;8619.00;6940.00;5952.00;80.59;61.47;118.82;109.67;114.71;104.62;-2.11;-2.79;1.37;
1991/05/28;111.61;111.68;111.36;111.68;1630;109.95;108.55;109.51;117.72;;;;;;;1630.00;7111.80;6088.30;87.06;70.00;121.17;109.51;114.07;104.96;-1.76;-2.59;1.65;
1991/05/29;112.75;112.75;111.67;112.75;530;110.85;109.17;109.46;117.41;;;;;;;530.00;3482.40;6102.30;91.37;77.12;119.87;109.46;113.80;105.12;-1.38;-2.35;1.93;
1991/05/30;113.74;113.82;112.77;113.82;388;111.80;109.97;109.49;117.13;;;;;;;388.00;2438.20;5830.30;94.25;82.83;117.08;109.49;113.95;105.02;-0.98;-2.07;2.18;
1991/05/31;114.83;114.83;113.84;114.83;1211;112.75;110.78;109.61;116.87;;;;;;;1211.00;2475.60;3932.20;96.17;87.28;113.94;109.61;114.52;104.70;-0.58;-1.78;2.39;
1991/06/03;115.90;115.97;114.89;115.97;954;113.81;111.59;109.83;116.64;;;;;;;954.00;942.60;3941.30;97.44;90.67;111.00;109.83;115.45;104.21;-0.17;-1.45;2.57;
1991/06/04;117.12;117.12;116.83;117.12;3603;114.90;112.42;110.14;116.43;;;;;;;3603.00;1337.20;4224.50;98.30;93.21;108.47;110.14;116.63;103.65;0.25;-1.11;2.72;
1991/06/05;118.17;118.17;117.14;118.17;308;115.98;113.42;110.55;116.26;;;;;;;308.00;1292.80;2387.60;98.86;95.09;106.40;110.55;117.97;103.13;0.66;-0.76;2.83;
1991/06/06;119.26;119.33;118.17;119.35;266;117.09;114.44;111.05;116.14;;;;;;;266.00;1268.40;1853.30;99.31;96.50;104.93;111.05;119.41;102.69;1.06;-0.39;2.92;
1991/06/07;120.46;120.47;119.35;120.47;100;118.22;115.48;111.65;116.06;;;;;;;100.00;1046.20;1760.90;99.54;97.51;103.59;111.65;120.91;102.39;1.46;-0.02;2.97;
1991/06/10;121.65;121.67;120.47;121.67;400;119.36;116.58;112.34;116.00;122.72;;;;;;400.00;935.40;939.00;99.69;98.24;102.60;112.34;122.43;102.25;1.85;0.35;2.99;
1991/06/11;122.89;122.89;121.67;122.89;543;120.51;117.70;113.13;115.97;122.91;;;;;;543.00;323.40;830.30;99.80;98.76;101.87;113.13;123.95;102.31;2.23;0.73;3.01;
1991/06/12;123.90;124.11;122.89;124.11;1372;121.70;118.84;114.00;115.97;123.08;;;;;;1372.00;536.20;914.50;99.86;99.13;101.34;114.00;125.41;102.59;2.60;1.10;3.00;
1991/06/13;125.33;125.34;123.65;125.34;20868;122.90;119.99;114.98;115.99;123.21;;;;;;20868.00;4656.60;2962.50;99.91;99.39;100.95;114.98;126.77;103.19;2.96;1.47;2.97;
1991/06/14;124.47;126.34;124.47;124.53;6633;123.71;120.96;115.87;116.02;123.30;;;;;;6633.00;5963.20;3504.70;93.60;97.46;85.87;115.87;127.73;104.01;3.14;1.81;2.67;
1991/06/17;125.63;125.77;123.54;125.77;6933;124.53;121.94;116.77;116.07;123.34;;;;;;6933.00;7269.80;4102.60;93.66;96.19;88.61;116.77;128.77;104.76;3.35;2.11;2.47;
1991/06/18;127.03;127.03;126.67;127.03;2030;125.36;122.93;117.68;116.15;123.36;;;;;;2030.00;7567.20;3945.30;95.78;96.05;95.22;117.68;129.91;105.45;3.57;2.41;2.33;
1991/06/19;128.12;128.29;127.03;128.29;1481;126.19;123.95;118.68;116.26;123.38;;;;;;1481.00;7589.00;4062.60;97.18;96.43;98.69;118.68;130.94;106.42;3.81;2.69;2.24;
1991/06/20;129.55;129.57;129.21;129.57;2299;127.04;124.97;119.70;116.40;123.41;;;;;;2299.00;3875.20;4265.90;98.12;96.99;100.38;119.70;132.01;107.40;4.05;2.96;2.18;
1991/06/21;130.72;130.86;128.81;130.86;13613;128.30;126.01;120.74;116.57;123.44;;;;;;13613.00;5271.20;5617.20;98.75;97.58;101.09;120.74;133.14;108.35;4.30;3.23;2.14;
1991/06/24;132.10;132.17;131.80;132.17;1960;129.58;127.06;121.82;116.77;123.46;;;;;;1960.00;4276.60;5773.20;99.17;98.11;101.28;121.82;134.26;109.38;4.55;3.49;2.11;
1991/06/25;133.48;133.49;132.17;133.49;1624;130.88;128.12;122.91;116.99;123.49;;;;;;1624.00;4195.40;5881.30;99.44;98.55;101.22;122.91;135.43;110.39;4.79;3.75;2.09;
1991/06/26;134.83;134.83;133.49;134.83;3409;132.18;129.19;124.01;117.21;123.52;;;;;;3409.00;4581.00;6085.00;99.63;98.91;101.06;124.01;136.66;111.37;5.04;4.01;2.07;
1991/06/27;136.04;136.19;134.83;136.19;4497;133.51;130.27;125.13;117.46;123.55;;;;;;4497.00;5020.60;4447.90;99.75;99.19;100.87;125.13;137.94;112.33;5.29;4.26;2.04;
1991/06/28;137.41;137.56;136.19;137.56;4935;134.85;131.58;126.27;117.72;123.60;;;;;;4935.00;3285.00;4278.10;99.84;99.41;100.69;126.27;139.26;113.28;5.53;4.52;2.02;
1991/07/01;136.64;138.62;136.56;136.85;22940;135.78;132.68;127.31;117.97;123.62;;;;;;22940.00;7481.00;5878.80;94.80;97.87;88.66;127.31;140.17;114.46;5.60;4.73;1.73;
1991/07/02;135.91;135.96;135.69;135.96;2838;136.28;133.58;128.25;118.22;123.64;;;;;;2838.00;7723.80;5959.60;87.49;94.41;73.66;128.25;140.72;115.79;5.52;4.89;1.25;
1991/07/03;135.28;135.96;134.98;135.27;2715;136.37;134.28;129.11;118.47;123.65;;;;;;2715.00;7585.00;6083.00;80.28;89.70;61.44;129.11;141.00;117.22;5.33;4.98;0.71;
1991/07/04;136.63;136.63;134.19;136.63;13394;136.45;134.98;129.97;118.74;123.66;;;;;;13394.00;9364.40;7192.50;77.13;85.51;60.36;129.97;141.38;118.57;5.24;5.03;0.42;
1991/07/05;136.01;137.68;135.90;135.96;14540;136.13;135.49;130.75;119.01;123.67;;;;;;14540.00;11285.40;7285.20;71.00;80.67;51.66;130.75;141.52;119.98;5.05;5.04;0.04;
1991/07/08;135.26;135.28;134.93;135.28;5874;135.82;135.80;131.43;119.28;123.68;;;;;;5874.00;7872.20;7676.60;58.97;73.44;30.02;131.43;141.48;121.38;4.79;4.99;-0.38;
1991/07/09;136.56;136.57;134.31;134.64;8442;135.56;135.92;132.02;119.55;123.68;;;;;;8442.00;8993.00;8358.40;42.70;63.19;1.71;132.02;141.31;122.72;4.49;4.89;-0.80;
